siteID,date,observer,time,forayNumber,bandNumber,longitude,latitude,resightType,notes
KENTADAFL1,2011-05-31,NA,NA,noData,2641-96716,NA,NA,T,NA
KENTADAFL1,2011-05-31,NA,NA,noData,2661-31345,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,2640-61857,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,2640-61858,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,2640-61859,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,2640-61856,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,2571-70457,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,2571-70456,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,2571-70455,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,2571-70454,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,2571-70458,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,2331-09114,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,1991-18077,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,1991-18079,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,2331-09111,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,1991-18078,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,1991-18081,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,2331-09106,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,1991-18080,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,2331-09109,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,2331-09110,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,2331-09107,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,2331-09108,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,2331-09112,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,2331-09113,NA,NA,T,NA
KENTADAFL1,2012-08-31,NA,NA,noData,2640-61857,NA,NA,T,NA
KENTADAFL1,2012-08-31,NA,NA,noData,2640-61858,NA,NA,T,NA
KENTADAFL1,2012-08-31,NA,NA,noData,2640-61859,NA,NA,T,NA
KENTADAFL1,2012-08-31,NA,NA,noData,2640-61856,NA,NA,T,NA
KENTADAFL1,2012-08-31,NA,NA,noData,2331-09108,NA,NA,T,NA
KENTADAFL1,2012-09-30,NA,NA,noData,2640-61857,NA,NA,T,NA
KENTADAFL1,2012-09-30,NA,NA,noData,2640-61858,NA,NA,T,NA
KENTADAFL1,2012-09-30,NA,NA,noData,2640-61859,NA,NA,T,NA
KENTADAFL1,2012-09-30,NA,NA,noData,2640-61856,NA,NA,T,NA
KENTADAFL1,2012-09-30,NA,NA,noData,2331-09108,NA,NA,T,NA
KENTADAFL1,2012-09-30,NA,NA,noData,2331-09112,NA,NA,T,NA
KENTADAFL1,2012-09-30,NA,NA,noData,2331-09113,NA,NA,T,NA
KENTADAFL1,2012-10-31,NA,NA,noData,2640-61857,NA,NA,T,NA
KENTADAFL1,2012-10-31,NA,NA,noData,2640-61858,NA,NA,T,NA
KENTADAFL1,2012-10-31,NA,NA,noData,2640-61859,NA,NA,T,NA
KENTADAFL1,2012-10-31,NA,NA,noData,2640-61856,NA,NA,T,NA
KENTADAFL1,2012-10-31,NA,NA,noData,2571-70455,NA,NA,T,NA
KENTADAFL1,2012-10-31,NA,NA,noData,2331-09115,NA,NA,T,NA
KENTADAFL1,2012-10-31,NA,NA,noData,1991-18078,NA,NA,T,NA
KENTADAFL1,2012-10-31,NA,NA,noData,1991-18080,NA,NA,T,NA
KENTADAFL1,2012-10-31,NA,NA,noData,2331-09107,NA,NA,T,NA
KENTADAFL1,2012-10-31,NA,NA,noData,2331-09112,NA,NA,T,NA
KENTADAFL1,2012-10-31,NA,NA,noData,2331-09113,NA,NA,T,NA
KENTADAFL1,2012-11-30,NA,NA,noData,2640-61857,NA,NA,T,NA
KENTADAFL1,2012-11-30,NA,NA,noData,2640-61858,NA,NA,T,NA
KENTADAFL1,2012-11-30,NA,NA,noData,2640-61859,NA,NA,T,NA
KENTADAFL1,2012-11-30,NA,NA,noData,2640-61856,NA,NA,T,NA
KENTADAFL1,2012-11-30,NA,NA,noData,2571-70455,NA,NA,T,NA
KENTADAFL1,2012-11-30,NA,NA,noData,2331-09114,NA,NA,T,NA
KENTADAFL1,2012-11-30,NA,NA,noData,1991-18077,NA,NA,T,NA
KENTADAFL1,2012-11-30,NA,NA,noData,1991-18078,NA,NA,T,NA
KENTADAFL1,2012-11-30,NA,NA,noData,1991-18080,NA,NA,T,NA
KENTADAFL1,2012-11-30,NA,NA,noData,2331-09112,NA,NA,T,NA
KENTADAFL1,2012-12-31,NA,NA,noData,2640-61857,NA,NA,T,NA
KENTADAFL1,2012-12-31,NA,NA,noData,2640-61858,NA,NA,T,NA
KENTADAFL1,2012-12-31,NA,NA,noData,2640-61856,NA,NA,T,NA
KENTADAFL1,2012-12-31,NA,NA,noData,2571-70455,NA,NA,T,NA
KENTADAFL1,2012-12-31,NA,NA,noData,2331-09114,NA,NA,T,NA
KENTADAFL1,2012-12-31,NA,NA,noData,1991-18077,NA,NA,T,NA
KENTADAFL1,2012-12-31,NA,NA,noData,2331-09115,NA,NA,T,NA
KENTADAFL1,2012-12-31,NA,NA,noData,1991-18078,NA,NA,T,NA
KENTADAFL1,2012-12-31,NA,NA,noData,1991-18080,NA,NA,T,NA
KENTADAFL1,2012-12-31,NA,NA,noData,2331-09112,NA,NA,T,NA
KENTADAFL1,2012-01-31,NA,NA,noData,2640-61857,NA,NA,T,NA
KENTADAFL1,2012-01-31,NA,NA,noData,2640-61858,NA,NA,T,NA
KENTADAFL1,2012-01-31,NA,NA,noData,2640-61856,NA,NA,T,NA
KENTADAFL1,2012-01-31,NA,NA,noData,2571-70455,NA,NA,T,NA
KENTADAFL1,2012-01-31,NA,NA,noData,2331-09114,NA,NA,T,NA
KENTADAFL1,2012-01-31,NA,NA,noData,1991-18078,NA,NA,T,NA
KENTADAFL1,2012-02-28,NA,NA,noData,2640-61858,NA,NA,T,NA
KENTADAFL1,2012-02-28,NA,NA,noData,2640-61856,NA,NA,T,NA
KENTADAFL1,2012-02-28,NA,NA,noData,2571-70455,NA,NA,T,NA
KENTADAFL1,2013-03-31,NA,NA,noData,2640-61858,NA,NA,T,NA
KENTADAFL1,2013-03-31,NA,NA,noData,2640-61856,NA,NA,T,NA
KENTADAFL1,2013-03-31,NA,NA,noData,2571-70455,NA,NA,T,NA
KENTADAFL1,2013-03-31,NA,NA,noData,2331-09114,NA,NA,T,NA
KENTADAFL1,2013-03-31,NA,NA,noData,1991-18078,NA,NA,T,NA
KENTADAFL1,2013-03-31,NA,NA,noData,2331-09112,NA,NA,T,NA
KENTADAFL1,2013-04-30,NA,NA,noData,2640-61858,NA,NA,T,NA
KENTADAFL1,2013-04-30,NA,NA,noData,2640-61856,NA,NA,T,NA
KENTADAFL1,2013-04-30,NA,NA,noData,2571-70455,NA,NA,T,NA
KENTADAFL1,2013-04-30,NA,NA,noData,1991-18077,NA,NA,T,NA
KENTADAFL1,2013-04-30,NA,NA,noData,1991-18078,NA,NA,T,NA
KENTADAFL1,2013-06-30,NA,NA,noData,2640-61858,NA,NA,T,NA
KENTADAFL1,2013-06-30,NA,NA,noData,2571-70455,NA,NA,T,NA
KENTADAFL1,2013-06-30,NA,NA,noData,2571-90250,NA,NA,T,NA
KENTADAFL1,2013-06-30,NA,NA,noData,2571-90251,NA,NA,T,NA
KENTADAFL1,2013-06-30,NA,NA,noData,1991-18078,NA,NA,T,NA
KENTADAFL1,2013-06-30,NA,NA,noData,2331-09148,NA,NA,T,NA
KENTADAFL1,2013-06-30,NA,NA,noData,2331-09112,NA,NA,T,NA
KENTADAFL1,2013-08-31,NA,NA,noData,2640-61858,NA,NA,T,NA
KENTADAFL1,2013-08-31,NA,NA,noData,2640-61856,NA,NA,T,NA
KENTADAFL1,2013-08-31,NA,NA,noData,2571-90250,NA,NA,T,NA
KENTADAFL1,2013-08-31,NA,NA,noData,2571-90251,NA,NA,T,NA
KENTADAFL1,2013-08-31,NA,NA,noData,1991-18077,NA,NA,T,NA
KENTADAFL1,2013-08-31,NA,NA,noData,2331-09148,NA,NA,T,NA
KENTADAFL1,2013-09-30,NA,NA,noData,2640-61858,NA,NA,T,NA
KENTADAFL1,2013-09-30,NA,NA,noData,2640-61856,NA,NA,T,NA
KENTADAFL1,2013-09-30,NA,NA,noData,2571-90250,NA,NA,T,NA
KENTADAFL1,2013-09-30,NA,NA,noData,2571-90251,NA,NA,T,NA
KENTADAFL1,2013-09-30,NA,NA,noData,1991-18078,NA,NA,T,NA
KENTADAFL1,2013-09-30,NA,NA,noData,2331-09148,NA,NA,T,NA
KENTADAFL1,2013-10-31,NA,NA,noData,2640-61858,NA,NA,T,NA
KENTADAFL1,2013-10-31,NA,NA,noData,2640-61856,NA,NA,T,NA
KENTADAFL1,2013-10-31,NA,NA,noData,2571-90250,NA,NA,T,NA
KENTADAFL1,2013-10-31,NA,NA,noData,2571-90251,NA,NA,T,NA
KENTADAFL1,2013-10-31,NA,NA,noData,2331-09114,NA,NA,T,NA
KENTADAFL1,2013-10-31,NA,NA,noData,1991-18078,NA,NA,T,NA
KENTADAFL1,2013-10-31,NA,NA,noData,2331-09148,NA,NA,T,NA
KENTADAFL1,2013-11-30,NA,NA,noData,2640-61858,NA,NA,T,NA
KENTADAFL1,2013-11-30,NA,NA,noData,2640-61856,NA,NA,T,NA
KENTADAFL1,2013-11-30,NA,NA,noData,2571-90250,NA,NA,T,NA
KENTADAFL1,2013-11-30,NA,NA,noData,2571-90251,NA,NA,T,NA
KENTADAFL1,2013-11-30,NA,NA,noData,2331-09114,NA,NA,T,NA
KENTADAFL1,2013-11-30,NA,NA,noData,1991-18077,NA,NA,T,NA
KENTADAFL1,2013-11-30,NA,NA,noData,1991-18078,NA,NA,T,NA
KENTADAFL1,2013-11-30,NA,NA,noData,2331-09148,NA,NA,T,NA
KENTADAFL1,2013-12-31,NA,NA,noData,2640-61858,NA,NA,T,NA
KENTADAFL1,2013-12-31,NA,NA,noData,2640-61856,NA,NA,T,NA
KENTADAFL1,2013-12-31,NA,NA,noData,2571-90250,NA,NA,T,NA
KENTADAFL1,2013-12-31,NA,NA,noData,2571-90251,NA,NA,T,NA
KENTADAFL1,2013-12-31,NA,NA,noData,2331-09114,NA,NA,T,NA
