siteID,date,observer,time,bandNumber,longitude,latitude,resightType,notes
KENTADAFL1,2014-05-31,NA,NA,2331-09114,NA,NA,T,NA
KENTADAFL1,2014-05-31,NA,NA,2331-09148,NA,NA,T,NA
KENTADAFL1,2014-07-31,NA,NA,2640-61858,NA,NA,T,NA
KENTADAFL1,2014-07-31,NA,NA,2640-61856,NA,NA,T,NA
KENTADAFL1,2014-07-31,NA,NA,2571-90250,NA,NA,T,NA
KENTADAFL1,2014-07-31,NA,NA,2571-90251,NA,NA,T,NA
KENTADAFL1,2014-08-31,NA,NA,2331-09147,NA,NA,T,NA
KORNHARFL1,2012-11-30,NA,NA,2640-61860,NA,NA,T,NA
KORNHARFL1,2012-01-31,NA,NA,2640-61860,NA,NA,T,NA
LAMMLAUFL1,2011-05-31,NA,NA,2640-61885,NA,NA,T,NA
LAMMLAUFL1,2011-05-31,NA,NA,2640-61826,NA,NA,T,NA
LAUESARFL1,2011-06-30,NA,NA,2641-96733,NA,NA,T,NA
LAUESARFL1,2011-06-30,NA,NA,2590-82058,NA,NA,T,NA
LAUESARFL1,2012-08-31,NA,NA,1991-18030,NA,NA,T,NA
LAUESARFL1,2012-09-30,NA,NA,1991-18030,NA,NA,T,NA
LAUESARFL1,2012-09-30,NA,NA,1991-18029,NA,NA,T,NA
LAUESARFL1,2013-05-31,NA,NA,2571-70473,NA,NA,T,NA
LAUESARFL1,2013-06-30,NA,NA,2571-90275,NA,NA,T,NA
LOUWLISFL1,2011-06-30,NA,NA,2661-07798,NA,NA,T,NA
MILLKARFL1,2011-06-30,NA,NA,2661-31385,NA,NA,T,NA
MILLKARFL1,2013-11-30,NA,NA,2590-82091,NA,NA,T,NA
MILLKARFL1,2011-05-31,NA,NA,2661-07755,NA,NA,T,NA
NATUAREFL1,2011-06-30,NA,NA,2661-31375,NA,NA,T,NA
NOSSANDFL1,2011-05-31,NA,NA,2541-40422,NA,NA,T,NA
NOSSANDFL1,2011-05-31,NA,NA,2661-07824,NA,NA,T,NA
NOSSANDFL1,2011-06-30,NA,NA,2661-07676,NA,NA,T,NA
NOSSANDFL1,2011-06-30,NA,NA,2661-07824,NA,NA,T,NA
ROBIRONFL1,2012-10-31,NA,NA,1991-18073,NA,NA,T,NA
ROBIRONFL1,2012-10-31,NA,NA,1991-18074,NA,NA,T,NA
ROBIRONFL1,2012-10-31,NA,NA,1991-18075,NA,NA,T,NA
ROBIRONFL1,2012-11-30,NA,NA,1991-18068,NA,NA,T,NA
ROBIRONFL1,2012-11-30,NA,NA,1991-18071,NA,NA,T,NA
ROBIRONFL1,2012-11-30,NA,NA,1991-18073,NA,NA,T,NA
ROBIRONFL1,2012-11-30,NA,NA,1991-18075,NA,NA,T,NA
ROBIRONFL1,2012-11-30,NA,NA,1991-18076,NA,NA,T,NA
ROBIRONFL1,2012-12-31,NA,NA,1991-18069,NA,NA,T,NA
ROBIRONFL1,2012-12-31,NA,NA,1991-18070,NA,NA,T,NA
ROBIRONFL1,2012-12-31,NA,NA,1991-18072,NA,NA,T,NA
ROBIRONFL1,2012-12-31,NA,NA,1991-18073,NA,NA,T,NA
ROBIRONFL1,2012-12-31,NA,NA,1991-18074,NA,NA,T,NA
ROBIRONFL1,2012-12-31,NA,NA,1991-18075,NA,NA,T,NA
ROBIRONFL1,2012-01-31,NA,NA,1991-18069,NA,NA,T,NA
ROBIRONFL1,2012-01-31,NA,NA,1991-18070,NA,NA,T,NA
ROBIRONFL1,2012-01-31,NA,NA,1991-18072,NA,NA,T,NA
ROBIRONFL1,2012-01-31,NA,NA,1991-18073,NA,NA,T,NA
ROBIRONFL1,2012-01-31,NA,NA,1991-18075,NA,NA,T,NA
ROBIRONFL1,2012-02-28,NA,NA,1991-18073,NA,NA,T,NA
ROBIRONFL1,2013-03-31,NA,NA,1991-18070,NA,NA,T,NA
ROBIRONFL1,2013-03-31,NA,NA,1991-18072,NA,NA,T,NA
ROBIRONFL1,2013-03-31,NA,NA,1991-18073,NA,NA,T,NA
ROBIRONFL1,2013-03-31,NA,NA,1991-18075,NA,NA,T,NA
ROBIRONFL1,2013-04-30,NA,NA,1991-18070,NA,NA,T,NA
ROBIRONFL1,2013-04-30,NA,NA,1991-18075,NA,NA,T,NA
STRARICFL1,2015-04-30,NA,NA,2661-31384,NA,NA,T,NA
WINTCHAFL1,2011-05-31,NA,NA,2661-31337,NA,NA,T,NA
WINTCHARFL1,2011-05-31,NA,NA,2661-31340,NA,NA,T,NA
BYERHEAPA1,2015-07-04,NA,NA,2730-26337,NA,NA,T,NA
CLARBRYMA1,2014-06-11,NA,NA,2690-87917,NA,NA,T,NA
WHELGWEMA1,2014-06-14,NA,NA,2690-87708,NA,NA,T,NA
LANGPETMA1,2014-06-19,NA,NA,2690-87918,NA,NA,T,NA
SINIKRIMA1,2014-06-11,NA,NA,2690-87732,NA,NA,T,NA
SLONJOHMA1,2013-06-15,NA,NA,2531-91144,NA,NA,T,NA
KINGDAVMA1,2014-07-31,NA,NA,2561-86691,NA,NA,T,NA
PIEPSUSMA1,2014-05-27,NA,NA,1891-11091,NA,NA,T,NA
CUSHTANMA1,2013-05-29,NA,NA,2531-91149,NA,NA,T,NA
ROSEJOSMA1,2014-06-01,NA,NA,1891-11048,NA,NA,T,NA
BRIDNATMA1,2014-08-02,NA,NA,2660-85449,NA,NA,T,NA
WOODSANMA1,2013-05-31,NA,NA,2690-87825,NA,NA,T,NA
KINGDAVMA1,2014-07-31,NA,NA,2690-87759,NA,NA,T,NA
FAERHOWMA1,2014-05-29,NA,NA,2531-91126,NA,NA,T,NA
AAROJESFL1,2016-04-21,ZZ,NA,2661-31319,NA,NA,T,NA
BANDCATFL1,2016-03-28,ZZ,NA,2541-40415,NA,NA,T,NA
BANDCATFL1,2016-03-28,ZZ,NA,2661-07658,NA,NA,T,NA
BLOOLEEFL1,2016-04-08,ZZ,NA,2531-99356,NA,NA,T,NA
BLOOLEEFL1,2016-04-08,ZZ,NA,1991-18038,NA,NA,T,NA
BLOOLEEFL1,2016-04-08,ZZ,NA,2331-09123,NA,NA,T,NA
BLOOLEEFL1,2016-04-08,ZZ,NA,2590-82040,NA,NA,T,NA
BLOOLEEFL1,2016-04-08,ZZ,NA,2331-09334,NA,NA,T,NA
CARLDAVFL1,2016-04-13,ZZ,NA,2661-07805,NA,NA,T,NA
CASEANNFL1,2016-04-12,ZZ,NA,2331-90141,NA,NA,T,NA
CASEANNFL1,2016-04-12,ZZ,NA,2331-90139,NA,NA,T,NA
CASEANNFL1,2016-04-12,ZZ,NA,2571-90242,NA,NA,T,NA
CASEANNFL1,2016-04-12,ZZ,NA,2571-90247,NA,NA,T,NA
CASEANNFL1,2016-04-12,ZZ,NA,2641-96738,NA,NA,T,NA
CHERNADFL1,2016-09-28,ZZ,NA,2661-07672,NA,NA,F,HY (2015) Banded at KENTADAFL1
CHURCARFL1,2016-05-04,ZZ,7:15,2661-07856,NA,NA,T,NA
CHURCARFL1,2016-05-04,ZZ,7:40,2641-96635,NA,NA,T,NA
CIBUJEAFL1,2016-04-27,ZZ,7:15,2531-99350,NA,NA,T,NA
CIBUJEAFL1,2016-04-27,ZZ,8:20,2541-40452,NA,NA,T,NA
COLLKEIFL1,2016-04-25,ZZ,NA,2541-40414,NA,NA,T,NA
COLLKEIFL1,2016-04-25,ZZ,NA,2331-09342,NA,NA,T,NA
COXANDFL1,2016-05-02,ZZ,8:10,2661-07855,NA,NA,T,NA
DOUGSANFL1,2016-09-28,ZZ,7:10,2571-70413,NA,NA,F,banded at willnahfl1 (15 miles) 
DUFFSHAFL1,2016-03-22,ZZ,NA,2331-09358,NA,NA,T,NA
DUFFSHAFL1,2016-03-22,ZZ,NA,2331-09359,NA,NA,T,NA
ENNEBECFL1,2016-06-19,ZZ,8:20,1991-18052,NA,NA,F,NA
FLAGMARFL1,2016-04-11,ZZ,NA,2661-07704,NA,NA,T,NA
FULLPAMFL1,2016-05-25,ZZ,8:15,2541-40441,NA,NA,T,NA
GOWAJOAFL1,2016-03-23,ZZ,NA,2331-09163,NA,NA,T,NA
GOWAJOAFL1,2016-03-23,ZZ,NA,2661-07793,NA,NA,T,NA
GOWAJOAFL1,2016-03-24,ZZ,NA,2661-07664,NA,NA,T,NA
GRANIANFL1,2016-05-27,ZZ,7:15,2710-54221,NA,NA,T,NA
GRANIANFL1,2016-05-27,ZZ,7:15,2541-40456,NA,NA,T,NA
GRANIANFL1,2016-05-27,ZZ,7:45,2571-70429,NA,NA,T,NA
GRANIANFL1,2016-05-27,ZZ,8:50,2541-40464,NA,NA,T,NA
HERRJAYFL1,2016-04-01,ZZ,NA,2661-07896,NA,NA,T,NA
HERRJAYFL1,2016-04-01,ZZ,NA,2641-96632,NA,NA,T,NA
HERRJAYFL1,2016-04-01,ZZ,NA,2641-96633,NA,NA,T,NA
HOSTMARFL1,2016-05-09,ZZ,NA,2641-96641,NA,NA,T,NA
HOSTMARFL1,2016-05-09,ZZ,NA,2641-96640,NA,NA,T,NA
JACOSUSFL1,2016-06-17,ZZ,6:40,2541-37501,NA,NA,F,"In the computer as R/A,G. incorrect entry? "
JACOSUSFL1,2016-06-17,ZZ,6:45,2641-96761,NA,NA,F,NA
KENTADAFL1,2016-04-18,ZZ,NA,2661-07672,NA,NA,T,Resight at CHERDFL1
KENTADAFL1,2016-04-26,ZZ,NA,2710-25711,NA,NA,T,NA
KENTADAFL1,2016-04-26,ZZ,NA,2531-99395,NA,NA,T,NA
KENTADAFL1,2016-04-26,ZZ,NA,2661-31343,NA,NA,T,NA
KENTADAFL1,2016-04-26,ZZ,NA,1991-18077,NA,NA,T,NA
KENTADAFL1,2016-04-26,ZZ,NA,2541-40420,NA,NA,T,NA
KNOWMIKFL1,2016-04-05,ZZ,NA,2710-54212,NA,NA,T,NA
KNOWMIKFL1,2016-04-05,ZZ,NA,2661-07689,NA,NA,T,NA
KNOXMIKFL1,2016-04-05,ZZ,NA,2710-54212,NA,NA,I,NA
KNOXMIKFL1,2016-04-05,ZZ,NA,2661-07689,NA,NA,F,NA
KRATANDFL1,2016-05-12,ZZ,NA,2331-09368,NA,NA,T,NA
LAMMLAUFL1,2016-06-02,ZZ,7:45,2661-07818,NA,NA,F,NA
LAUESARFL1,2016-04-23,ZZ,NA,2641-96733,NA,NA,T,NA
LAUESARFL1,2016-04-23,ZZ,NA,2541-37599,NA,NA,T,NA
LICHJERFL1,2016-05-15,ZZ,NA,2661-07857,NA,NA,T,NA
MILLKARFL1,2016-04-20,ZZ,NA,2541-37514,NA,NA,T,Resight at STRARICKFL1
MILLKARFL1,2016-06-08,ZZ,7:14,2661-07754,NA,NA,F,Resighted at WHITLIZFL1
MILLKARLFL1,2016-06-11,ZZ,7:14,2661-07754,NA,NA,F,NA
NATUAREFL1,2016-04-28,ZZ,7:45,2661-31373,NA,NA,T,NA
NATUAREFL1,2016-04-28,ZZ,8:30,2661-31375,NA,NA,T,NA
NOSSANDFL1,2016-05-05,ZZ,7:20,2661-07824,NA,NA,T,NA
NOSSANDFL1,2016-05-05,ZZ,8:20,2661-07825,NA,NA,T,NA
PLACGIRFL1,2016-04-03,ZZ,NA,2641-96774,NA,NA,T,NA
PLACGIRFL1,2016-04-03,ZZ,NA,2641-96768,NA,NA,T,NA
PROWGARFL1,2016-04-04,ZZ,NA,2531-99370,NA,NA,T,NA
ROBIRONFL1,2016-04-06,ZZ,NA,2641-96752,NA,NA,T,NA
ROBIRONFL1,2016-04-06,ZZ,NA,2661-31392,NA,NA,T,NA
ROBIRONFL1,2016-04-06,ZZ,NA,2590-82054,NA,NA,T,NA
ROBIRONFL1,2016-04-06,ZZ,NA,2590-82100,NA,NA,T,NA
ROBIRONFL1,2016-04-06,ZZ,NA,2641-96749,NA,NA,T,NA
ROBIRONFL1,2016-04-06,ZZ,NA,2331-09151,NA,NA,T,NA
ROBISCOFL1,2016-06-08,ZZ,NA,2641-96671,NA,NA,F,NA
ROBISCOFL1,2016-06-08,ZZ,NA,2531-99329,NA,NA,F,NA
ROBISCOFL1,2016-06-08,ZZ,NA,2710-54225,NA,NA,F,NA
ROBISCOFL1,2016-06-08,ZZ,NA,2641-96664,NA,NA,F,NA
ROBISCOFL1,2016-06-08,ZZ,NA,2541-40469,NA,NA,F,NA
ROBISCOFL1,2016-06-08,ZZ,NA,2541-40468,NA,NA,F,NA
SHAHMAUFL1,2016-05-07,ZZ,8:25,2661-07665,NA,NA,T,NA
STRARICFL1,2016-04-20,ZZ,NA,2541-40413,NA,NA,T,NA
WEBBTOMFL1,2016-09-28,ZZ,NA,2640-61823,NA,NA,F,Banded at WINTCHAFL1
WILLJIMFL1,2016-04-07,ZZ,NA,2641-96608,NA,NA,T,NA
WILLJIMFL1,2016-04-07,ZZ,NA,2641-96758,NA,NA,T,NA
WILLJIMFL1,2016-04-07,ZZ,NA,2541-37508,NA,NA,T,NA
WINTCHAFL1,2016-04-22,ZZ,NA,2661-31337,NA,NA,T,NA
WINTCHAFL1,2016-05-11,ZZ,NA,2640-61823,NA,NA,T,Resight at WEBBTOMFL1
BRAXBOBGA1,2016-05-18,JLD,11:48,1352-27604,-84.41007,33.67196,F,NA
DISALINGA1,2016-06-15,JLD,11:13,2711-54768,NA,NA,F,NA
ROHRSALMD1,2016-06-22,"MAR, KJW",11:42,2570-44724,-76.5533,38.860502,F,NA
PERRCHRMD1,2016-06-29,"KJW,MAR",12:09,2711-77542,-76.5481,39.00997,F,NA
PERRCHRMD1,2016-06-29,"KJW,MAR",12:43,2710-54337,-76.5481,39.010574,F,NA
BUISNORVA1,2016-07-05,JLM,10:30,2531-74567,-77.26477,38.74165,I,NA
WILLTERMD1,2016-06-07,JLM,12:20,2711-77607,NA,NA,F,NA
EVANMICMD1,2016-04-28,KPK,10:19,2531-74587,NA,NA,T,Resight
BANCRESDC1,2016-05-03,ERF,10:40,1352-46579,NA,NA,T,NA
BANCRESDC1,2016-05-03,"ERF,KPK",11:40,1272-43199,NA,NA,T,NA
BANCRESDC1,2016-05-03,JLM,11:40,2641-96858,NA,NA,T,NA
FORESESMD1,2016-05-05,"AEH,ERF",8:35,2641-96865,NA,NA,I,Resight incidental
FORESESMD1,2016-05-05,"KPK,ERF,AEH",11:50,2571-89993,NA,NA,F,Resight targeted
FORESESMD1,2016-05-05,"KPK,ERF,AEH",11:55,2421-11945,NA,NA,F,Resight targeted
FORESESMD1,2016-05-05,"KPK,ERF,AEH,JLM",11:35,2571-90190,NA,NA,F,Resight targeted
COLSKATMD1,2016-05-07,JLM,NA,2750-64417,NA,NA,T,NA
COLSKATMD1,2016-05-07,JLM,NA,2531-74593,NA,NA,T,NA
COLSKATMD1,2016-05-07,JLM,NA,2571-90051,NA,NA,T,NA
WILLRAJMD1,2016-05-07,KPK,NA,2441-96387,NA,NA,T,"Only saw Pk,A when resighting"
GOCHJOAMD1,2016-05-28,KPK,12:15,2421-34693,-76.58118,39.6517,F,NA
DAVIALIVA1,2016-05-31,ERF,11:00,2651-52490,-77.096847,38.898106,F,NA
DAVIALIVA1,2016-05-31,ERF,11:02,2571-89968,-77.097091,38.897999,F,NA
DAVIALIVA1,2016-05-31,ERF,11:10,2641-63795,-77.096676,38.89784,F,"Was hard to see 2 white bands on rt leg, maybe only has 1 white band now."
DAVIALIVA1,2016-05-31,ERF,11:11,2641-63794,-77.09632,38.897919,F,NA
NEWBCARVA1,2016-05-31,KPK,12:35,2421-11431,-77.32711,38.88966,F,NA
WARDDOUVA1,2016-05-31,ERF,8:35,2531-90209,-77.088944,38.884899,F,"Was perching funny, like he had a gimpy left foot."
WILDANNVA1,2016-05-31,ERF,12:56,2661-07902,-77.096425,38.899337,F,NA
JAMESESVA1,2016-06-02,ERF,9:09,2641-96857,NA,NA,I,NA
JAMESESVA1,2016-06-02,KPK,9:30,2561-56879,NA,NA,I,NA
JAMESESVA1,2016-06-02,ERF,10:19,2641-96856,NA,NA,I,NA
HAWNJANVA1,2016-06-03,ERF,10:10,2641-96587,NA,NA,F,NA
HAWNJANVA1,2016-06-03,ERF,10:30,2641-96588,NA,NA,F,NA
GOROCARDC1,2016-06-07,AEH,10:00,2711-77618,NA,NA,I,NA
GOROCARDC1,2016-06-07,ERF,13:00,2711-77620,NA,NA,F,NA
MANNJANDC1,2016-06-07,ERF,13:25,2651-51547,NA,NA,F,NA
SCHIMARMD1,2016-06-10,"KPK,AEH",9:30,2661-31557,-77.10913,39.10592,I,NA
SCHIMARMD1,2016-06-10,"AEH,KPK",12:41,2661-31557,-77.11028,39.10545,F,NA
JACOMERMD1,2016-06-11,KPK,7:02,2651-51543,NA,NA,I,NA
JACOMERMD1,2016-06-11,KPK,12:10,2641-63957,NA,NA,F,NA
SUBRSTEMD1,2016-06-13,JLM,9:45,2571-90068,NA,NA,F,NA
MYERBRUMD1,2016-06-13,AEH,11:17,2411-37787,NA,NA,F,NA
HOROBONVA1,2016-06-15,JLM,9:50,2571-89930,NA,NA,F,NA
HOROBONVA1,2016-06-15,JLM,11:25,2710-53795,NA,NA,F,NA
BRIGKIMMD1,2016-06-16,JLM,11:46,2651-47542,NA,NA,F,NA
BRIGKIMMD1,2016-06-16,JLM,12:05,2441-14184,NA,NA,F,NA
BLOCDAVMD1,2016-06-16,KPK,11:42,1342-72980,NA,NA,F,NA
BLOCDAVMD1,2016-06-16,KPK,7:16,2651-52497,NA,NA,I,NA
BLOCDAVMD1,2016-06-16,KPK,11:27,2441-96351,NA,NA,F,NA
DALEELIMD1,2016-06-17,JLM,7:59,2710-53793,NA,NA,I,NA
MCCOCHRMD1,2016-06-18,KPK,11:45,2441-96391,NA,NA,F,NA
OWENDORVA1,2016-06-18,JLM,9:00,2661-31896,NA,NA,I,NA
WISECELMD1,2016-06-20,"DLN, KJW",8:10,2651-47516,-77.0324,39.069859,I,NA
WISECELMD1,2016-06-20,"DLN, KJW",NA,1232-94725,NA,NA,I,by pines
WISECELMD1,2016-06-20,"DLN, KJW",14:05,2730-24718,-77.0311,39.070009,F,NA
SINGVIRDC1,2016-06-21,JLM,7:10,2711-57707,NA,NA,I,NA
SINGVIRDC1,2016-06-21,JLM,8:40,2651-52482,NA,NA,I,NA
SINGVIRDC1,2016-06-21,JLM,12:27,2711-57705,NA,NA,F,NA
MANNJANDC1,2016-06-21,"KPK, AEH",7:20,2411-37740,NA,NA,I,NA
MANNJANDC1,2016-06-21,"KPK, AEH",7:25,2651-51549,NA,NA,I,NA
MANNJANDC1,2016-06-21,"KPK, AEH",8:09,2641-63845,NA,NA,I,NA
DUFFSHAFL1,2016-03-22,ZZ,NA,2331-09358,NA,NA,T,Resight
DUFFSHAFL1,2016-03-22,ZZ,NA,2331-09359,NA,NA,T,Resight
GOWAJOAFL1,2016-03-23,ZZ,NA,2331-09163,NA,NA,T,Resight
GOWAJOAFL1,2016-03-23,ZZ,NA,2661-07793,NA,NA,T,Resight
GOWAJOAFL1,2016-03-24,ZZ,NA,2661-07664,NA,NA,T,Resight
BANDCATFL1,2016-03-28,ZZ,NA,2541-40415,NA,NA,T,Resight
BANDCATFL1,2016-03-28,ZZ,NA,2661-07658,NA,NA,T,Resight
HERRJAYFL1,2016-04-01,ZZ,NA,2661-07896,NA,NA,T,Resight
HERRJAYFL1,2016-04-01,ZZ,NA,2641-96632,NA,NA,T,Resight
HERRJAYFL1,2016-04-01,ZZ,NA,2641-96633,NA,NA,T,Resight
PLACGIRFL1,2016-04-03,ZZ,NA,2641-96774,NA,NA,T,Resight
PLACGIRFL1,2016-04-03,ZZ,NA,2641-96768,NA,NA,T,Resight
PROWGARFL1,2016-04-04,ZZ,NA,2531-99370,NA,NA,T,Resight
KNOWMIKFL1,2016-04-05,ZZ,NA,2710-54212,NA,NA,T,Resight
KNOWMIKFL1,2016-04-05,ZZ,NA,2661-07689,NA,NA,T,Resight
WILLJIMFL1,2016-04-07,ZZ,NA,2641-96608,NA,NA,T,Resight
WILLJIMFL1,2016-04-07,ZZ,NA,2641-96758,NA,NA,T,Resight
WILLJIMFL1,2016-04-07,ZZ,NA,2541-37508,NA,NA,T,Resight
BLOOLEEFL1,2016-04-08,ZZ,NA,2531-99356,NA,NA,T,Resight
BLOOLEEFL1,2016-04-08,ZZ,NA,1991-18038,NA,NA,T,Resight
BLOOLEEFL1,2016-04-08,ZZ,NA,2331-09123,NA,NA,T,Resight
BLOOLEEFL1,2016-04-08,ZZ,NA,2590-82040,NA,NA,T,Resight
BLOOLEEFL1,2016-04-08,ZZ,NA,2331-09334,NA,NA,T,Resight
FLAGMARFL1,2016-04-11,ZZ,NA,2661-07704,NA,NA,T,Resight
CASEANNFL1,2016-04-12,ZZ,NA,2331-90141,NA,NA,T,Resight
CASEANNFL1,2016-04-12,ZZ,NA,2331-90139,NA,NA,T,Resight
CASEANNFL1,2016-04-12,ZZ,NA,2571-90242,NA,NA,T,Resight
CASEANNFL1,2016-04-12,ZZ,NA,2571-90247,NA,NA,T,Resight
CASEANNFL1,2016-04-12,ZZ,NA,2641-96738,NA,NA,T,Resight
CARLDAVFL1,2016-04-13,ZZ,NA,2661-07805,NA,NA,T,Resight
STRARICFL1,2016-04-20,ZZ,NA,2541-40413,NA,NA,T,Resight
AAROJESFL1,2016-04-21,ZZ,NA,2661-31319,NA,NA,T,Resight
WINTCHAFL1,2016-04-22,ZZ,NA,2661-31337,NA,NA,T,Resight
LAUESARFL1,2016-04-23,ZZ,NA,2641-96733,NA,NA,T,Resight
LAUESARFL1,2016-04-23,ZZ,NA,2541-37599,NA,NA,T,Resight
COLLKEIFL1,2016-04-25,ZZ,NA,2541-40414,NA,NA,T,Resight
COLLKEIFL1,2016-04-25,ZZ,NA,2331-09342,NA,NA,T,Resight
KENTADAFL1,2016-04-26,ZZ,NA,2710-25711,NA,NA,T,Resight
KENTADAFL1,2016-04-26,ZZ,NA,2531-99395,NA,NA,T,Resight
KENTADAFL1,2016-04-26,ZZ,NA,2661-31343,NA,NA,T,Resight
KENTADAFL1,2016-04-26,ZZ,NA,1991-18077,NA,NA,T,Resight
KENTADAFL1,2016-04-26,ZZ,NA,2541-40420,NA,NA,T,Resight
CIBUJEAFL1,2016-04-27,ZZ,7:15,2531-99350,NA,NA,T,Resight
CIBUJEAFL1,2016-04-27,ZZ,8:20,2541-40452,NA,NA,T,Resight
NATUAREFL1,2016-04-28,ZZ,7:45,2661-31373,NA,NA,T,Resight
NATUAREFL1,2016-04-28,ZZ,8:30,2661-31375,NA,NA,T,Resight
COXANDFL1,2016-05-02,ZZ,8:10,2661-07855,NA,NA,T,Resight
CHURCARFL1,2016-05-04,ZZ,7:15,2661-07856,NA,NA,T,Resight
CHURCARFL1,2016-05-04,ZZ,7:40,2641-96635,NA,NA,T,Resight
NOSSANDFL1,2016-05-05,ZZ,7:20,2661-07824,NA,NA,T,Resight
NOSSANDFL1,2016-05-05,ZZ,8:20,2661-07825,NA,NA,T,Resight
SHAHMAUFL1,2016-05-07,ZZ,8:25,2661-07665,NA,NA,T,Resight
HOSTMARFL1,2016-05-09,ZZ,NA,2641-96641,NA,NA,T,Resight
HOSTMARFL1,2016-05-09,ZZ,NA,2641-96640,NA,NA,T,Resight
KRATANDFL1,2016-05-12,ZZ,NA,2331-09368,NA,NA,T,Resight
LICHJERFL1,2016-05-15,ZZ,NA,2661-07857,NA,NA,T,Resight
FULLPAMFL1,2016-05-25,ZZ,8:15,2541-40441,NA,NA,T,Resight
GRANIANFL1,2016-05-27,ZZ,7:15,2710-54221,NA,NA,T,Resight
GRANIANFL1,2016-05-27,ZZ,7:15,2541-40456,NA,NA,T,Resight
GRANIANFL1,2016-05-27,ZZ,7:45,2571-70429,NA,NA,T,Resight
GRANIANFL1,2016-05-27,ZZ,8:50,2541-40464,NA,NA,T,Resight
KALIELINC1,2016-05-07,AJB,12:32,2711-64156,NA,NA,T,NA
ARGEGIONC1,2016-05-11,JIC,10:45,2711-64043,NA,NA,T,NA
CASTTOMNC1,2016-05-11,AJB,12:50,2180-92490,NA,NA,T,NA
WHEEJENNC1,2016-05-14,AJB,10:00,2180-92499,NA,NA,I,Missing green band
PRESANNNC1,2016-05-20,AJB,12:33,2180-92479,NA,NA,T,NA
WANGMATNC1,2016-05-21,AJB,11:20,2711-64073,NA,NA,T,NA
FRANMICNC1,2016-05-26,AJB,10:00,2711-64075,NA,NA,I,NA
FRANMICNC1,2016-05-26,AJB,12:45,2180-92475,NA,NA,F,NA
MEADRUTNC1,2016-06-08,JIC,10:30,2711-64044,NA,NA,F,NA
HIGGBETMA1,2016-05-16,SBL,NA,1212-52862,NA,NA,T,NA
SPLAMARMA2,2016-05-20,SBL,12:35,2571-83134,-72.67021,42.24997,F,NA
FORDSUSMA1,2016-05-27,SMB,11:50,2571-83122,NA,NA,T,Resight
FORDSUSMA1,2016-05-27,TMB,11:56,2720-99649,NA,NA,T,Resight
FORDSUSMA1,2016-05-27,TMB,12:29,2720-99650,NA,NA,T,Resight
SHEAMARMA1,2016-05-28,SMB,12:27,2651-17080,-72.60554,42.48123,F,NA
PIEPSUSMA1,2016-05-29,TMB,NA,1212-36680,-76.60584,42.12559,F,"Male feeding nestlings at nest in large green maple tree, in neighbour (behind PIEPSUS' backyard)'s front yard"
PIEPSUSMA1,2016-05-29,TMB,NA,2651-17102,-72.60612,42.12531,F,NA
PAGEALLMA1,2016-05-31,RSG,12:37,2750-35054,-72.52859,42.53548,F,8m accuracy
SINIKRIMA1,2016-06-03,RSG,12:45,2750-35061,-72.57181,42.58568,F,accuracy 6m
ROSEJOSMA1,2016-06-04,TMB,11:00,2651-17111,-72.47962,42.37844,I,ACCURACY 8m
BAKENANMA1,2016-06-07,SMB,13:15,2730-27519,NA,NA,F,NA
BAKENANMA1,2016-06-07,SMB,13:20,2750-35037,NA,NA,F,NA
BAKENANMA1,2016-06-07,SMB,13:52,2561-86610,NA,NA,I,NA
MALTELIMA1,2016-06-11,TMB,12:53,2690-87934,NA,NA,F,NA
WILLJUDMA1,2016-06-16,TMB,12:40,1212-52839,NA,NA,F,NA
PIROELADC1,2016-06-26,KJW,12:14,2730-26440,-77.0821,38.958258,F,NA
LAKEAESVA1,2016-04-19,"EF, JM, KK, AH",8:20,1352-46595,NA,NA,I,NA
BAILEESVA1,2016-04-25,"ERF,JM,KPK,AH",9:30,2571-89986,NA,NA,I,"Singing, responded to playback"
ANDRKENVA1,2016-06-27,JLM,8:30,2571-89992,-77.34554,38.92377,I,NA
MULLJOYVA1,2016-06-24,KPK,10:12,2441-13861,-77.33956,38.68805,I,NA
MULLJOYVA1,2016-06-24,KPK,11:53,2571-89991,-77.3408,38.68644,F,"Missing Pk Band, now is A,W"
MULLJOYVA1,2016-06-24,KPK,12:23,2421-11990,-77.34155,38.68795,F,NA
CANNANNMA1,2016-06-21,SMB,12:39,2641-85610,-72.53558,42.31897,F,ACCURACY 4m
CANNANNMA1,2016-06-21,SMB,12:39,2641-85611,-72.53558,42.31897,F,"ACCURACY 4m; MISSING ORANGE BAND (NOW BU,A)"
MOLIKARMD1,2016-06-27,"KJW,MAR",11:34,2711-77541,-76.5349,38.704333,F,singing
TRAUPATVA2,2016-06-25,MAR,9:50,2750-64420,-77.3285,38.996729,I,confirmed only a/w on R
TRAUPATVA2,2016-06-25,VEM,9:45,2661-31555,-77.3285,38.996729,I,NA
TRAUPATVA2,2016-06-25,vem,10:40,2531-90263,-77.3291,38.996817,F,singing in yard with female and fledge
GERYERIMD1,2016-06-28,KJW,12:33,2561-56891,-77.1194,39.000213,F,The purple band on this bird has fallen off. The combo is now A/BU.
GERYERIMD1,2016-06-28,KJW,12:33,2561-56890,-77.11936759,39.000213,F,NA
MERIMARMA1,2016-06-26,TMB,8:30,2690-87789,-72.70177,42.31003,I,NA
MERIMARMA1,2016-06-26,TMB,8:35,2690-87794,-72.70177,42.31003,I,NA
