siteID,date,observer,time,bandNumber,longitude,latitude,resightType,notes
GIRAANGMD1,2012-07-23,NA,NA,2301-55901,NA,NA,T,"yearColumn = 2007, captured 8 August; yearColumn = 2012, resighted 7/23; yearColumn = 2014, resighted 6/19/2014; yearColumn = 2015, Recaptured 7/8/15"
CARLSHIMD1,2012-06-20,NA,NA,2301-56600,NA,NA,T,"yearColumn = 2008, Banded May 26; yearColumn = 2009, resighted by participant 2009; yearColumn = 2012, Resighted 6/20/2012"
WISECELMD1,2012-05-22,NA,NA,2341-30001,NA,NA,T,"yearColumn = 2008, banded_6/2; yearColumn = 2009, recaught 7/5; yearColumn = 2012, resighted 5/22/2012"
VERSBETMD1,2012-06-07,NA,NA,2540-62817,NA,NA,T,"yearColumn = 2008, banded_6/11/08; yearColumn = 2009, resighted by participant 4 April, 2 Jul; yearColumn = 2010, resighted by participant 5/29/2010; yearColumn = 2012, resighted 6/7/2012; yearColumn = 2013, resighted 6/2013; yearColumn = 2014, resighted 3/31/14 by tech"
GAETHEAMD1,2012-06-25,NA,NA,2301-56548,NA,NA,T,"yearColumn = 2008, Banded July 2; yearColumn = 2009, recaught 6/24/09; yearColumn = 2010, Recap 6/21/2010; yearColumn = 2012, Resighted 6/25/2012"
STURCARMD1,2012-05-26,NA,NA,1991-46187,NA,NA,T,"yearColumn = 2008, banded 2 july; yearColumn = 2009, resighted 7/3; yearColumn = 2012, Resighted 5/26/2012; yearColumn = 2013, resighted by participant 8/25 "
WARDDOUVA1,2012-06-28,NA,NA,2441-14133,NA,NA,T,"yearColumn = 2009, Banded 6/28/2009; yearColumn = 2010, resighted by participant 3 April; recap 6/5; yearColumn = 2012, resighted 6/28; yearColumn = 2013, resighted by participant 17 April"
REITBOBMD1,2012-07-09,NA,NA,2341-29605,NA,NA,T,"yearColumn = 2008, banded 22 July; yearColumn = 2010, resighted by participant 13 June; resighted 7/6; yearColumn = 2011, resighted by participant 2/2/12; yearColumn = 2012, resighted by kam 7/9; yearColumn = 2014, resighted by participant 28 April"
CRONCHRVA1,2012-06-25,NA,NA,2301-55984,NA,NA,T,"yearColumn = 2008, banded 15 June; yearColumn = 2012, resighted 6/25/2012 by kam"
SCHLROBMD1,2012-07-10,NA,NA,2411-37208,NA,NA,T,"yearColumn = 2009, 5/15/2009; yearColumn = 2012, Resighted 7/10/2012"
SCHLROBMD1,2012-07-10,NA,NA,2411-37211,NA,NA,T,"yearColumn = 2009, banded 5/15/2009; yearColumn = 2012, Resighted 7/10/2012"
JACOSYDMD1,2012-06-29,NA,NA,2411-37212,NA,NA,T,"yearColumn = 2009, Banded 5/16/2009; yearColumn = 2012, Resighted 6/29/2012; yearColumn = 2014, recaptured 7/7/2014"
JACOSYDMD1,2012-06-29,NA,NA,2411-37217,NA,NA,T,"yearColumn = 2009, Banded 5/16/2009; yearColumn = 2012, Resighted 6/29/2012"
BARNDORMD1,2012-05-17,NA,NA,2411-37304,NA,NA,T,"yearColumn = 2009, Banded 5/22/2009; yearColumn = 2010, resighted 5/14; yearColumn = 2012, Resighted 5/17/2012"
MORRJESMD1,2012-07-25,NA,NA,2441-14011,NA,NA,T,"yearColumn = 2009, banded 5/23/2009; yearColumn = 2010, resighted 6/6/2010; yearColumn = 2012, resighted 7/25/2012"
HULLJEFVA1,2012-07-03,NA,NA,2411-37102,NA,NA,T,"yearColumn = 2009, banded 5/27/2009; yearColumn = 2010, resighted 6/18/10; yearColumn = 2012, resighted 7/3/2012"
BRIGKIMMD1,2012-06-30,NA,NA,2411-37103,NA,NA,T,"yearColumn = 2009, banded 5/28/2009; yearColumn = 2012, Resighted 6/30/2012"
CAMPROSMD1,2012-05-19,NA,NA,2411-37244,NA,NA,T,"yearColumn = 2009, banded 5/29/2009; yearColumn = 2012, Resighted 5/19/2012"
FORCBREVA1,2012-07-17,NA,NA,2441-15013,NA,NA,T,"yearColumn = 2009, banded 6/2/09; yearColumn = 2010, resighted 6/3/10; yearColumn = 2012, Resight 7/17/2012"
DELUKARVA1,2012-06-14,NA,NA,2441-14030,NA,NA,T,"yearColumn = 2009, banded 6/22/2009; yearColumn = 2010, recaptured 7/6/10; yearColumn = 2012, Resight 6/14/2012"
WISECELMD1,2012-05-22,NA,NA,2441-13737,NA,NA,T,"yearColumn = 2009, banded 7/5; yearColumn = 2010, resight 6/14/2010; yearColumn = 2012, resighted 5/22/2012"
WATSPATDC1,2012-07-17,NA,NA,2441-14048,NA,NA,T,"yearColumn = 2009, banded 7/16/2009; yearColumn = 2010, recap 6/11; yearColumn = 2012, Resight 7/17/2012"
WIEBFRAMD1,2012-07-24,NA,NA,2411-37427,NA,NA,T,"yearColumn = 2009, banded 7/14; yearColumn = 2012, Resighted 7/24/2012"
OBRICHRMD1,2012-06-02,NA,NA,2411-37417,NA,NA,T,"yearColumn = 2009, banded 6/30; yearColumn = 2010, Recap 7/1/2010; yearColumn = 2011, resighted by participant 5/29/2011; yearColumn = 2012, Resighted 6/2/2012"
OBRICHRMD1,2012-06-02,NA,NA,2590-82317,NA,NA,T,"yearColumn = 2009, banded 6/30; yearColumn = 2010, resighted by participant 2 June; yearColumn = 2012, Resighted 6/2/2012"
HOROBONVA1,2012-06-06,NA,NA,2411-37178,NA,NA,T,"yearColumn = 2009, banded 7/20; yearColumn = 2010, resighted 6/21/10; yearColumn = 2012, resighted 6/6/2012; yearColumn = 2015, Resighted 7/9/2015"
EGGELESVA1,2012-07-12,NA,NA,2441-15036,NA,NA,T,"yearColumn = 2009, banded 7/10/2009; yearColumn = 2010, recaptured 7/2/2010; yearColumn = 2012, Resight 7/12/2012; yearColumn = 2014, Recaptured 7/7/2014; yearColumn = 2015, Resighted 4/13/2015"
MCNAKRIMD1,2012-06-14,NA,NA,2441-14224,NA,NA,T,"yearColumn = 2009, banded 7/29; yearColumn = 2012, Resighted 6/14/2012"
WIEBFRAMD1,2012-07-24,NA,NA,2251-80324,NA,NA,T,"yearColumn = 2010, banded 5/6/10; yearColumn = 2012, Resighted 7/24/2012"
WIEBFRAMD1,2012-07-24,NA,NA,2411-37193,NA,NA,T,"yearColumn = 2010, banded 5/6/10; yearColumn = 2012, Resighted 7/24/2012"
FAGABERMD1,2012-06-11,NA,NA,2411-37992,NA,NA,T,"yearColumn = 2010, banded 5/12/2010; yearColumn = 2012, Resighted 6/11/2012"
FAGABERMD1,2012-06-11,NA,NA,1272-43079,NA,NA,T,"yearColumn = 2010, banded 5/12/2010; yearColumn = 2012, Resighted 6/11/2012"
BAINANDMD1,2012-05-22,NA,NA,2301-56981,NA,NA,T,"yearColumn = 2010, banded 5/20/2010; yearColumn = 2012, Resighted 5/22/2012"
SHEEMARMD1,2012-06-29,NA,NA,1292-64242,NA,NA,T,"yearColumn = 2010, banded 5/24/2010; yearColumn = 2012, Resighted 6/29/2012"
LINDHANMD1,2012-06-25,NA,NA,2441-96302,NA,NA,T,"yearColumn = 2010, captured 5/22/2010; yearColumn = 2012, Resight 6/25/2012"
LINDHANMD1,2012-06-25,NA,NA,2441-96303,NA,NA,T,"yearColumn = 2010, captured 5/22/2010; yearColumn = 2012, Resight 6/25/2012; yearColumn = 2014, recaptured 7/30/14; yearColumn = 2015, Resighted 4/26/2015"
GIRAANGMD1,2012-07-23,NA,NA,2301-56994,NA,NA,T,"yearColumn = 2010, banded 5/28/10; yearColumn = 2012, resighted 7/23"
CAMPLIBMD1,2012-06-13,NA,NA,2510-03898,NA,NA,T,"yearColumn = 2010, banded 6/2; yearColumn = 2012, Resight 6/13/2012"
JACOSYDMD1,2012-06-29,NA,NA,2441-96405,NA,NA,T,"yearColumn = 2010, banded 6/7/2010; yearColumn = 2012, Resighted 6/29/2012"
MORRJESMD1,2012-07-25,NA,NA,2441-96404,NA,NA,T,"yearColumn = 2010, banded 6/6/2010; yearColumn = 2012, resighted 7/25/212"
STEWBETMD1,2012-05-10,NA,NA,2421-11709,NA,NA,T,"yearColumn = 2010, banded 6/5/10; yearColumn = 2012, Resight 5/10/2012"
WILELINMD1,2012-07-07,NA,NA,2441-14089,NA,NA,T,"yearColumn = 2010, banded 6/11/10; yearColumn = 2012, Resighted 7/7/2012"
MARRPETMD2,2012-05-12,NA,NA,2590-83138,NA,NA,T,"yearColumn = 2010, banded 6/16/10; yearColumn = 2012, resighted 5/12/12"
YOUNELIMD1,2012-06-05,NA,NA,2421-11736,NA,NA,T,"yearColumn = 2010, banded 6/16/2010; yearColumn = 2012, resighted 6/5/2012"
MYERBRUMD1,2012-05-11,NA,NA,2441-96416,NA,NA,T,"yearColumn = 2010, banded 6/18/2010; yearColumn = 2012, Resight 5/11/2012"
HUTCBARVA1,2012-07-12,NA,NA,2441-14100,NA,NA,T,"yearColumn = 2010, banded 6/23/10; yearColumn = 2012, resighted kam 7/12/2012"
HUTCBARVA1,2012-07-12,NA,NA,2341-29337,NA,NA,T,"yearColumn = 2010, banded 6/23/10; yearColumn = 2012, resighted kam 7/12/2012"
CLARCOLDC1,2012-07-01,NA,NA,2251-80353,NA,NA,T,"yearColumn = 2010, banded 6/25; yearColumn = 2012, resighted 7/1 kam"
DAVIALIVA1,2012-06-27,NA,NA,2421-11441,NA,NA,T,"yearColumn = 2010, banded 6/26/10; yearColumn = 2012, resighted by kam 6/27/2012"
MCCAKEVMD1,2012-07-05,NA,NA,1272-43124,NA,NA,T,"yearColumn = 2010, banded 6/29/10; yearColumn = 2012, Resighted 7/5/2012"
NZPEDZODC1,2012-03-15,NA,NA,1272-43126,NA,NA,T,"yearColumn = 2010, banded 7/1/10; yearColumn = 2012, resighted by zoo friend Lisa Barker"
PADORAMVA1,2012-05-24,NA,NA,2341-29350,NA,NA,T,"yearColumn = 2010, banded 7/1/10; resighted by participant 16 Dec; yearColumn = 2012, Resight 5/24/2012"
PADORAMVA1,2012-05-24,NA,NA,2341-29351,NA,NA,T,"yearColumn = 2010, banded 7/1/10; yearColumn = 2012, Resight 5/24/2012"
GECACARVA1,2012-06-26,NA,NA,2251-80365,NA,NA,T,"yearColumn = 2010, banded 7/2; yearColumn = 2012, Resight 6/26/2012"
KEYESUSMD1,2012-06-02,NA,NA,2590-83169,NA,NA,T,"yearColumn = 2010, banded 7/9/10; yearColumn = 2012, Resight 6/2/12"
HAMIMARMD1,2012-05-21,NA,NA,2590-83174,NA,NA,T,"yearColumn = 2010, banded 7/13/10; yearColumn = 2012, Resighted 5/21/2012"
MCDOELIVA1,2012-06-04,NA,NA,2421-11472,NA,NA,T,"yearColumn = 2010, banded 7/17/10; yearColumn = 2012, resighted 6/4/12"
WILLRAJMD1,2012-07-28,NA,NA,2341-29380,NA,NA,T,"yearColumn = 2010, banded 7/28/10; yearColumn = 2012, Resighted 7/28/2012; yearColumn = 2014, recaptured 7/3/14"
NEWBCARVA1,2013-07-31,NA,NA,1991-21138,NA,NA,T,"yearColumn = 2007, Banded 2 July; yearColumn = 2008, resighted by participant 1 April; resighted July 11, 2008; yearColumn = 2009, recapture 5/22/2009; yearColumn = 2010, resighted by participant 17 May; yearColumn = 2011, resighted by participant 29 Oct.; yearColumn = 2012, resighted by participant Apr. 27, 2012; yearColumn = 2013, resighted by tech 7/31/13"
MCDOELIVA1,2013-06-16,NA,NA,1232-88302,NA,NA,T,"yearColumn = 2007, Banded 12 July; yearColumn = 2008, resighted by participant 2 april; yearColumn = 2009, resighted by AJR 7/29/09; yearColumn = 2010, resighted by participant 27 March, resighted 7/17/10; yearColumn = 2012, resighted by kam 6/4/2012; yearColumn = 2013, resighted by LF 6/16/2013"
REITBOBMD1,2013-04-15,NA,NA,2301-56925,NA,NA,T,"yearColumn = 2007, Banded 13 July; yearColumn = 2008, resighted by participant 2 March; yearColumn = 2009, resighted be participant May ; yearColumn = 2010, resighted by participant in Spring ; yearColumn = 2011, resighted by participant in Spring ; yearColumn = 2012, resighted by participant in Spring ; yearColumn = 2013, resighted by participant in Spring; re-banded April "
LIEBJUDMD1,2013-06-25,NA,NA,2301-56035,NA,NA,T,"yearColumn = 2007, Banded 30 July; yearColumn = 2013, Resighted 6/25/2013"
LIEBJUDMD1,2013-06-25,NA,NA,2281-69132,NA,NA,T,"yearColumn = 2007, Banded 30 July; yearColumn = 2013, Resighted 6/25/2013"
LANGANKVA1,2013-06-17,NA,NA,1991-21157,NA,NA,T,"yearColumn = 2007, banded 28 July; yearColumn = 2013, resighted by CM 6/17/2013"
CAMPGLOMD1,2013-07-01,NA,NA,2301-56611,NA,NA,T,"yearColumn = 2008, banded 6/9/08, resighted by participant 11/24/08; yearColumn = 2009, resighted by participant 2/19/09 - 4/23/09; yearColumn = 2011, resighted by participant 22 April and 17 Feb 2012; yearColumn = 2012, resighted by participant 1 March and in August;Recaptured 6/6/2012; ; yearColumn = 2013, resight 7/1/13"
GECACARVA1,2013-03-15,NA,NA,2301-56567,NA,NA,T,"yearColumn = 2008, Banded June 18; yearColumn = 2009, resighted by participant 21 June
; yearColumn = 2010, resighted by participant 5/1/2011; yearColumn = 2012, 6/6/2012 resight by participant; yearColumn = 2013, resighted 2013; yearColumn = 2015, Resighted by participant"
STEWBETMD1,2013-06-22,NA,NA,2540-62837,NA,NA,T,"yearColumn = 2008, banded_7/8/08; yearColumn = 2013, resighted 6/22/2013"
STANJEFMD1,2013-07-23,NA,NA,2441-15007,NA,NA,T,"yearColumn = 2009, 5/7/2009; yearColumn = 2010, Resight 6/30/2010; yearColumn = 2013, Resight 7/23/2013"
CAMPGLOMD1,2013-04-14,NA,NA,2540-62888,NA,NA,T,"yearColumn = 2009, banded 5/12/09.; yearColumn = 2010, recaptured 5/21/10; yearColumn = 2011, resighted by participant 20 April, 22 August; yearColumn = 2012, Recaptured 6/6/2012; yearColumn = 2013, Resighted 4/14/2013"
FISHFERVA1,2013-05-20,NA,NA,2411-37712,NA,NA,T,"yearColumn = 2009, banded 5/30/09, escaped before I could put on the second color band or take measurements; yearColumn = 2010, resighted by participant 26 May; yearColumn = 2011, resighted by participant 06/25/2011; yearColumn = 2012, Recapture 5/26/2012; yearColumn = 2013, Resight 5/20/2013; yearColumn = 2015, resighted by participant 12 May"
KAMILEIVA1,2013-07-29,NA,NA,2441-13709,NA,NA,T,"yearColumn = 2009, banded 6/10/2009; yearColumn = 2013, Resighted by tech 7/29/2013"
MANNJANDC1,2013-03-15,NA,NA,2411-37740,NA,NA,T,"yearColumn = 2009, banded 6/16/09; yearColumn = 2013, resighted"
MILLJOEMD1,2013-07-15,NA,NA,2411-37132,NA,NA,T,"yearColumn = 2009, banded 6/22/09; yearColumn = 2010, resighted 6/3/10; yearColumn = 2013, resighted 7/15/2013"
TATEJUAMD1,2013-03-15,NA,NA,2411-37760,NA,NA,T,"yearColumn = 2009, banded 6/29/09; yearColumn = 2010, resighted by participant 11 May, 8 June; yearColumn = 2011, resighted by participant 04/24/2011, 05/11/2011, 06/14/2011, 09/28/2011; yearColumn = 2012, resighted by participant 28 april; 06/28/2012; yearColumn = 2013, resighted "
LAFOMELVA1,2013-06-28,NA,NA,2411-37183,NA,NA,T,"yearColumn = 2009, banded 7/27; yearColumn = 2013, Resight 6/28/2013; yearColumn = 2014, resighted 5/26/2014"
WIEBFRAMD1,2013-06-28,NA,NA,2411-37192,NA,NA,T,"yearColumn = 2010, banded 5/6/10; yearColumn = 2013, resighted 6/28/13"
WIEBFRAMD1,2013-06-26,NA,NA,1272-43094,NA,NA,T,"yearColumn = 2010, banded 5/6/10; yearColumn = 2013, resighted 6/26/13."
BAINANDMD1,2013-07-02,NA,NA,2301-56980,NA,NA,T,"yearColumn = 2010, banded 5/20/2010; yearColumn = 2013, resighted 7/2/2013"
BAINANDMD1,2013-07-02,NA,NA,2441-14058,NA,NA,T,"yearColumn = 2010, banded 5/20/10; yearColumn = 2013, resighted 7/2/2013"
FUISLISVA1,2013-07-19,NA,NA,2421-11607,NA,NA,T,"yearColumn = 2010, banded 5/24/10; yearColumn = 2011, resighted by participant 07/20/2011; yearColumn = 2013, resighted 7/19/13"
JUBILHODC1,2013-04-15,NA,NA,2421-11615,NA,NA,T,"yearColumn = 2010, Captured 6/2/2010; yearColumn = 2013, resighted 15 April"
KAMILEIVA1,2013-07-29,NA,NA,2421-11416,NA,NA,T,"yearColumn = 2010, banded 6/14/10; yearColumn = 2013, Resighted by tech 7/29/2013"
NEWBCARVA1,2013-07-31,NA,NA,2421-11431,NA,NA,T,"yearColumn = 2010, banded 6/19/10; resighted by participant 23 Dec; yearColumn = 2011, resighted by participant 29 Oct.; yearColumn = 2012, resighted by participant Apr. 27, 2012; yearColumn = 2013, resighted by tech 7/31/13; yearColumn = 2015, Recaptured on 6/22/15 by DME"
MAZUJENMD1,2013-07-18,NA,NA,2421-11748,NA,NA,T,"yearColumn = 2010, banded 6/23/10; yearColumn = 2013, resighted 7/18/2013"
GALLMONVA1,2013-07-27,NA,NA,2421-11439,NA,NA,T,"yearColumn = 2010, banded 6/25/10; yearColumn = 2013, Resighted by tech 7/27/13"
SINGDADMD1,2013-06-26,NA,NA,2590-83154,NA,NA,T,"yearColumn = 2010, banded 6/28/10; yearColumn = 2013, resighted 6/26/2013"
SINGDADMD1,2013-06-26,NA,NA,2421-11752,NA,NA,T,"yearColumn = 2010, banded 6/28/10; yearColumn = 2012, resighted by participant and kam 6/12/2012; yearColumn = 2013, resighted 6/26/2013"
EGGELESVA1,2013-07-25,NA,NA,2421-11447,NA,NA,T,"yearColumn = 2010, banded 7/2/10; yearColumn = 2013, resighted 7/25/2013"
SUBRSTEMD1,2013-05-07,NA,NA,791-17237,NA,NA,T,"yearColumn = 2012, Capture 5/9/2012.; yearColumn = 2013, resighted 5/7/2013"
JUBILHODC1,2013-07-03,NA,NA,2281-68798,NA,NA,T,"yearColumn = 2012, Recapture 5/8/2012.; yearColumn = 2013, resighted 3 July"
STEWBETMD1,2013-06-22,NA,NA,2441-96451,NA,NA,T,"yearColumn = 2012, Capture 5/10/2012; yearColumn = 2013, resighted 6/22/2013"
MYERBRUMD1,2014-06-25,NA,NA,791-17240,NA,NA,T,"yearColumn = 2012, Capture 5/11/12; yearColumn = 2013, resighted 6/25/2014"
WISECELMD1,2013-07-09,NA,NA,791-17257,NA,NA,T,"yearColumn = 2012, captured 5/22/2012; yearColumn = 2013, resighted 7/9/2013; yearColumn = 2015, resighted 4/11/2015"
WISECELMD1,2013-07-19,NA,NA,791-17258,NA,NA,T,"yearColumn = 2012, captured 5/22/2012; yearColumn = 2013, resighted 7/19/13 by TAG"
BLANBETMD1,2013-07-29,NA,NA,2341-29395,NA,NA,T,"yearColumn = 2012, Banded 5/25/2012; yearColumn = 2013, Resighted 7/29/2013; yearColumn = 2015, Recaptured 6/12/2015"
FISHFERVA1,2013-05-20,NA,NA,2590-83047,NA,NA,T,"yearColumn = 2012, Capture 5/26/2012; yearColumn = 2013, Resight 5/20/2013"
PERRCHRMD1,2013-07-26,NA,NA,2421-34612,NA,NA,T,"yearColumn = 2012, Banded 5/29/2012; yearColumn = 2013, resighted 7/26/13"
SANFCARMD1,2013-07-24,NA,NA,2341-30360,NA,NA,T,"yearColumn = 2012, captured 5/30/2012; yearColumn = 2013, resighted 7/24/2013"
JEWELIBMD1,2013-07-11,NA,NA,2690-08423,NA,NA,T,"yearColumn = 2012, Capture 6/4/2012; yearColumn = 2013, Resight 7/11/2013"
EDEREDWVA1,2013-07-23,NA,NA,791-17275,NA,NA,T,"yearColumn = 2012, Capture 6/7/2012; yearColumn = 2013, Resight 7/23/2013; yearColumn = 2015, Recaptured 7/21/15"
VERSBETMD1,2013-04-24,NA,NA,2570-44717,NA,NA,T,"yearColumn = 2012, captured 6/7/2012; yearColumn = 2013, resighted 4/24/2013; yearColumn = 2014, RECAP 6/21/2014; yearColumn = 2015, Resighted 5/12/2015"
FARYSIMMD1,2013-06-29,NA,NA,2441-96470,NA,NA,T,"yearColumn = 2012, Capture 6/8/2012; yearColumn = 2013, Resighted June 29, 2013
"
REUTSHAMD1,2013-08-06,NA,NA,2421-34635,NA,NA,T,"yearColumn = 2012, Banded 6/8/2012; yearColumn = 2013, Resighted 8/6/2013"
VONGJENMD1,2013-03-15,NA,NA,2421-34632,NA,NA,T,"yearColumn = 2012, Banded 6/7/2012; yearColumn = 2013, resighted 2013"
SINGDADMD1,2013-06-26,NA,NA,2561-44911,NA,NA,T,"yearColumn = 2012, captured 6/12/2012; yearColumn = 2013, resighted 6/26/2013"
BRENSTEMD1,2013-03-15,NA,NA,791-17285,NA,NA,T,"yearColumn = 2012, Capture 6/15/2012; yearColumn = 2013, resighted"
CRONCHRVA2,2013-07-02,NA,NA,2441-96486,NA,NA,T,"yearColumn = 2012, Capture 6/22/2012; yearColumn = 2013, Resight 7/2/2013"
MAZUJENMD1,2013-07-18,NA,NA,2441-14177,NA,NA,T,"yearColumn = 2012, Banded 6/23/2012; yearColumn = 2013, Resighted 7/18/2013"
MAZUJENMD1,2013-07-18,NA,NA,2421-34662,NA,NA,T,"yearColumn = 2012, Banded 6/23/2012; yearColumn = 2013, Resighted 7/18/2013; yearColumn = 2015, Resighted 5/14/2015"
MAZUJENMD1,2013-07-18,NA,NA,2441-14178,NA,NA,T,"yearColumn = 2012, Banded 6/23/2012; yearColumn = 2013, Resighted 7/18/2013"
DAVIALIVA1,2013-04-03,NA,NA,2690-08459,NA,NA,T,"yearColumn = 2012, captured 6/27/2012 kam jag; yearColumn = 2013, resighted by DLN 4/3/2013"
BOONGREMD1,2013-07-19,NA,NA,2590-82013,NA,NA,T,"yearColumn = 2012, Banded 7/2/2012; yearColumn = 2013, Resighted 7/19/2013"
HULLJEFVA1,2013-06-21,NA,NA,2570-44738,NA,NA,T,"yearColumn = 2012, captured 7/3/2012; yearColumn = 2013, resight 6/21/2013; yearColumn = 2014, resighted 4/23/2014"
REITBOBMD1,2013-05-12,NA,NA,2341-30379,NA,NA,T,"yearColumn = 2012, captured 7/10/2012; yearColumn = 2013, resighted by participant 12 May"
HUTCBARVA1,2013-07-08,NA,NA,2561-44930,NA,NA,T,"yearColumn = 2012, captured 7/12/2012; yearColumn = 2013, Resighted 7/8/2013"
GOCHJOAMD1,2013-08-02,NA,NA,2421-34693,NA,NA,T,"yearColumn = 2012, Banded 7/13/2012; yearColumn = 2013, Resighted by tech 8/2/2013; yearColumn = 2014, Resighted by BD July 25; yearColumn = 2015, Participant resight 2/27/15"
WRIGVENMD1,2013-08-09,NA,NA,2561-56827,NA,NA,T,"yearColumn = 2012, Capture 7/24/2012; yearColumn = 2013, Resighted 8/9/2013"
FREYFREMD1,2013-07-27,NA,NA,2421-11513,NA,NA,T,"yearColumn = 2010, Capture; yearColumn = 2013, resighted 7/27/2013"
WARDDOUVA1,2013-06-10,NA,NA,2531-90209,NA,NA,T,"yearColumn = 2012, banded 6/28; yearColumn = 2013, resighted 6/10/13; yearColumn = 2014, resighted 6/17/14"
WARDDOUVA1,2013-06-04,NA,NA,2531-90212,NA,NA,T,"yearColumn = 2012, banded 6/28/12; yearColumn = 2013, resighted 6/4/13"
REITBOBMD1,2014-03-21,NA,NA,1811-58816,NA,NA,T,"yearColumn = 2003, Banded 17 May; yearColumn = 2014, Resighted 21 March"
FREYFREMD1,2014-07-15,NA,NA,2430-29212,NA,NA,T,"yearColumn = 2005, banded 30 May; yearColumn = 2007, resighted 19 may; resighted by participant 31 December.; yearColumn = 2008, resighted by participant 26 March; yearColumn = 2010, resighted by participant 8 April; yearColumn = 2011, resighted by participant 2 April; yearColumn = 2012, resighted by participant 4/7/2012; yearColumn = 2013, resighted by participant 4/20/2012; yearColumn = 2014, resighted on July on NN visit"
GIRAANGMD1,2014-06-19,NA,NA,2301-55901,NA,NA,T,"yearColumn = 2007, captured 8 August; yearColumn = 2012, resighted 7/23; yearColumn = 2014, resighted 6/19/2014; yearColumn = 2015, Recaptured 7/8/15"
VERSBETMD1,2014-03-31,NA,NA,2540-62817,NA,NA,T,"yearColumn = 2008, banded_6/11/08; yearColumn = 2009, resighted by participant 4 April, 2 Jul; yearColumn = 2010, resighted by participant 5/29/2010; yearColumn = 2012, resighted 6/7/2012; yearColumn = 2013, resighted 6/2013; yearColumn = 2014, resighted 3/31/14 by tech"
LIEBJUDMD1,2014-06-09,NA,NA,2540-62827,NA,NA,T,"yearColumn = 2008, banded_6/19/08; yearColumn = 2014, resighted 6/9/2014"
ASSMCARMD1,2014-07-17,NA,NA,2301-56535,NA,NA,T,"yearColumn = 2008, Banded July 21; yearColumn = 2014, resighted by BD on 7/17/2014"
REITBOBMD1,2014-04-28,NA,NA,2341-29605,NA,NA,T,"yearColumn = 2008, banded 22 July; yearColumn = 2010, resighted by participant 13 June; resighted 7/6; yearColumn = 2011, resighted by participant 2/2/12; yearColumn = 2012, resighted by kam 7/9; yearColumn = 2014, resighted by participant 28 April"
MOSMCARMD1,2014-06-19,NA,NA,2411-37220,NA,NA,T,"yearColumn = 2009, banded 5/19/2009; yearColumn = 2012, Resight by participant 6/2012; yearColumn = 2014, Resight by BD June 19; yearColumn = 2015, Resight by KO 6/13/2015"
BURDROBVA1,2014-04-21,NA,NA,2590-82527,NA,NA,T,"yearColumn = 2009, Banded 5/25/2009; yearColumn = 2010, resighted 6/16/10; yearColumn = 2013, recaught5/5/2013; yearColumn = 2014, resighted 4/21/2014"
PHELCLADC1,2014-05-09,NA,NA,2441-14038,NA,NA,T,"yearColumn = 2009, banded 6/29/2009; yearColumn = 2014, resighted 9 May"
YOUNELIMD1,2014-06-30,NA,NA,2441-15032,NA,NA,T,"yearColumn = 2009, banded 7/1/09; yearColumn = 2014, resighted 6/30/2014"
VERSBETMD1,2014-06-21,NA,NA,2441-14041,NA,NA,T,"yearColumn = 2009, banded 7/2/2009; yearColumn = 2010, resighted by participant 9x 08/09-04/10; resighted 5/29/2010
; yearColumn = 2014, resighted 6/21/2014"
VONGJENMD1,2014-06-14,NA,NA,2411-37407,NA,NA,T,"yearColumn = 2009, banded 6/23; yearColumn = 2014, resighted 6/14/2014"
WIEBFRAMD1,2014-06-05,NA,NA,2411-37428,NA,NA,T,"yearColumn = 2009, banded 7/14; yearColumn = 2014, resighted 6/5/2014"
LAFOMELVA1,2014-05-26,NA,NA,2411-37183,NA,NA,T,"yearColumn = 2009, banded 7/27; yearColumn = 2013, Resight 6/28/2013; yearColumn = 2014, resighted 5/26/2014"
YOUNKIMVA1,2014-04-25,NA,NA,2590-82457,NA,NA,T,"yearColumn = 2009, Banded 7/26/2009; yearColumn = 2010, recaptured 6/8/2010; yearColumn = 2013, recaptured and resighted; yearColumn = 2014, resighted 4/25/2014"
LIEBJUDMD1,2014-06-09,NA,NA,2441-96307,NA,NA,T,"yearColumn = 2010, captured 5/27/2010; yearColumn = 2012, Recapture; yearColumn = 2014, resight 6/9/2014"
SALOSHEMD1,2014-07-01,NA,NA,2421-11622,NA,NA,T,"yearColumn = 2010, Captured 6/8; yearColumn = 2011, resighted by participant 3/25/2011, 10/11/2011; yearColumn = 2012, Resighted by participant 5/30/2012; yearColumn = 2014, resighted 7/1/14 on NN visit"
DALEELIMD1,2014-06-27,NA,NA,2510-03876,NA,NA,T,"yearColumn = 2010, banded 6/11; yearColumn = 2014, resighted by BD on June 27"
BROWANNMD1,2014-07-22,NA,NA,2421-11751,NA,NA,T,"yearColumn = 2010, banded 6/25/10; yearColumn = 2012, Resight 5/21/2012; yearColumn = 2014, resight by BD on July 22"
PADORAMVA1,2014-07-12,NA,NA,2590-83010,NA,NA,T,"yearColumn = 2010, banded 7/1/10; resighted by participant 18 Oct; yearColumn = 2012, resighted by participant 23 July; 3 Feb 2013; yearColumn = 2014, resighted by BD July 12"
WISECELMD1,2014-05-01,NA,NA,742-29468,NA,NA,T,"yearColumn = 2010, Captured 6/14/2010; yearColumn = 2014, resighted 5/1/2014"
