siteIDCapture,dateCapture,timeCapture,obsCapture,encCapture,sppCapture,bandNumberCapture,colorComboCapture,massCapture,wingCapture,tlCapture,ageCapture,sexCapture,cpBpCapture,fatCapture,bloodIDCapture,featherIDCapture,notesCapture
SHAHMAUFL1,2012-07-20,08:30,noData,noData,CARW,2571-70434,"RX,M",18.4,58,44,AHY,U,noData,0,noData,noData,noData
SHAHMAUFL1,2013-05-11,00:01,noData,B,CARW,2571-70500,"KY,X",18.3,58,48,HY,F,BP,1,noData,noData,noData
SHAHMAUFL1,2013-05-11,00:01,noData,B,NOCA,2331-09306,"BX,W",38.4,89,92,HY,M,noData,1,noData,noData,noData
SHAHMAUFL1,2013-05-11,00:01,noData,R,CARW,2571-70434,"RX,M",19.2,60,50,AHY,U,noData,0,noData,noData,noData
SHAHMAUFL1,2014-06-25,00:01,noData,B,CARW,2661-31356,"RX,W",18.4,60,47,AHY,M,CP,0,noData,noData,noData
SHAHMAUFL1,2014-06-25,00:01,noData,B,CARW,2661-31357,"Y,BX",16.5,52,44,AHY,F,BP,0,noData,noData,noData
SHAHMAUFL1,2014-06-25,00:01,noData,B,NOMO,1292-64356,"BX,K",44.2,109,114,AHY,F,BP,0,noData,noData,noData
SHAHMAUFL1,2014-06-25,00:01,noData,B,CARW,2661-31358,"MO,X",17.9,58,50,AHY,M,CP,0,noData,noData,noData
SHAHMAUFL1,2014-06-25,00:01,noData,B,CARW,2661-31359,"RX,R",19.3,58,50,HY,U,noData,1,noData,noData,noData
SHAHMAUFL1,2014-06-25,00:01,noData,B,CACH,2640-61845,"OO,X",9.4,59,53,HY,U,noData,1,noData,noData,noData
SHAHMAUFL1,2014-06-25,08:42,"P, T",B,NOCA,noBand-00003,"X,Y",99999,92,103,AHY,M,CP,1,noData,noData,NO ALUMINUM BAND
SHAHMAUFL1,2015-05-10,00:01,noData,B,CARW,2661-07665,"XB,R",18.9,58,52,AHY,M,CP,0,noData,noData,noData
SHAHMAUFL1,2015-05-10,00:01,noData,B,TUTI,2661-07666,"WX,W",18.5,76,65,AHY,F,BP,0,noData,noData,noData
SHAIKAIPA1,2015-07-16,00:01,noData,B,CARW,2711-77283,"PX,P",19.8,58,48,AHY,M,CP,0,noData,noData,noData
SHAIKAIPA1,2015-07-16,00:01,noData,B,CACH,2750-64075,"XG,P",10.3,63,56,HY,U,noData,1,noData,noData,noData
SHAIKAIPA1,2015-07-16,00:01,noData,B,CACH,2750-64076,"R,XO",9,59,53,AHY,U,noData,0.5,noData,noData,noData
SHAIKAIPA1,2015-07-16,00:01,noData,B,HOWR,2750-64077,"R,XW",10.5,51,43,ASY,M,CP,0,noData,noData,noData
SHAIKAIPA1,2015-07-16,00:01,noData,B,UNCH,2750-64078,"GX,B",9.5,59,99999,AHY,U,noData,1,noData,noData,noData
SHAIKAIPA1,2015-07-16,00:01,noData,B,CACH,2750-64079,"OX,K",10,60,53,HY,U,noData,1,noData,noData,noData
SHAIKAIPA1,2015-07-16,00:01,noData,B,CACH,2750-64080,"KP,X",10.6,64,57,HY,U,noData,1,noData,noData,noData
SHANEDWMD1,2016-06-23,00:01,noData,B,CACH,2750-44544,"-,X",99999,99999,99999,AHY,F,noData,99999,noData,noData,noData
SHANEDWMD1,2016-06-23,00:01,noData,B,CACH,2750-44545,"-,X",99999,99999,99999,AHY,U,noData,99999,noData,noData,noData
SHANEDWMD1,2015-04-17,00:01,noData,B,CACH,2690-96059,"KO,X",99999,99999,99999,SY,M,noData,99999,noData,noData,noData
SHANEDWMD1,2015-04-27,00:01,noData,B,CACH,2690-96078,"OG,X",99999,99999,99999,AHY,F,noData,99999,noData,noData,noData
SHANEDWMD1,2015-04-27,00:01,noData,B,HOWR,2690-96079,"B,XY",99999,99999,99999,AHY,M,noData,99999,noData,noData,noData
SHANEDWMD1,2015-04-30,00:01,noData,B,SOSP,2571-70372,"RX,B",99999,99999,99999,ASY,M,noData,99999,noData,noData,noData
SHANEDWMD1,2015-04-30,00:01,noData,R,CACH,2690-96059,"KO,X",99999,99999,99999,U,M,noData,99999,noData,noData,noData
SHANEDWMD1,2015-05-05,00:01,noData,B,CACH,2690-96088,"Y,X",99999,99999,99999,L,U,noData,99999,noData,noData,noData
SHANEDWMD1,2015-05-05,00:01,noData,B,CACH,2690-96089,"X,M",99999,99999,99999,L,U,noData,99999,noData,noData,noData
SHANEDWMD1,2015-05-05,00:01,noData,B,CACH,2690-96090,"X,G",99999,99999,99999,L,U,noData,99999,noData,noData,noData
SHANEDWMD1,2015-05-16,00:01,noData,B,GRCA,2531-90300,"RX,G",99999,99999,99999,ASY,M,noData,99999,noData,noData,noData
SHANEDWMD1,2015-05-16,00:01,noData,B,REVI,2631-02919,"X,-",99999,99999,99999,ASY,M,noData,99999,noData,noData,noData
SHANEDWMD1,2015-05-16,00:01,noData,B,CACH,2690-96097,"MX,R",99999,99999,99999,SY,M,noData,99999,noData,noData,noData
SHANEDWMD1,2015-05-17,00:01,noData,B,SOSP,2571-90075,"G,PX",99999,99999,99999,ASY,M,noData,99999,noData,noData,noData
SHANEDWMD1,2015-05-17,00:01,noData,B,SOSP,2571-90076,"RX,M",99999,99999,99999,AHY,F,noData,99999,noData,noData,noData
SHANEDWMD1,2015-05-17,00:01,noData,R,CACH,2690-96097,"MX,R",99999,99999,99999,SY,M,noData,99999,noData,noData,noData
SHANEDWMD1,2015-05-17,00:01,noData,B,HOWR,2730-24800,"K,XO",99999,99999,99999,AHY,M,noData,99999,noData,noData,noData
SHANEDWMD1,2015-05-17,00:01,noData,B,CACH,2750-64442,"-,X",99999,99999,99999,SY,U,noData,99999,noData,noData,noData
SHANEDWMD1,2015-05-17,00:01,noData,B,HOWR,2750-64444,"XB,O",99999,99999,99999,AHY,M,noData,99999,noData,noData,noData
SHANEDWMD1,2015-06-11,00:01,noData,B,BHCO,2571-70396,"X,-",99999,99999,99999,AHY,F,noData,99999,noData,noData,noData
SHANEDWMD1,2015-06-11,00:01,noData,B,TUTI,2571-70397,"Y,GX",99999,99999,99999,ASY,M,noData,99999,noData,noData,noData
SHANEDWMD1,2015-06-11,00:01,noData,R,SOSP,2571-90075,"G,PX",99999,99999,99999,ASY,M,noData,99999,noData,noData,noData
SHANEDWMD1,2015-06-11,00:01,noData,R,CACH,2690-96089,"GX,M",99999,99999,99999,HY,U,noData,99999,noData,noData,noData
SHANEDWMD1,2015-06-29,00:01,noData,B,CACH,2710-3811,"WX,K",99999,99999,99999,HY,U,noData,99999,noData,noData,noData
SHANEDWMD1,2015-06-29,00:01,noData,B,CACH,2710-53812,"G,BX",99999,99999,99999,HY,U,noData,99999,noData,noData,noData
SHANEDWMD1,2016-05-15,00:01,noData,B,CACH,2730-26483,XP,99999,99999,99999,L,U,noData,99999,noData,noData,noData
SHANEDWMD1,2016-05-15,00:01,noData,B,CACH,2730-26484,XY,99999,99999,99999,L,U,noData,99999,noData,noData,noData
SHANEDWMD1,2016-05-15,00:01,noData,B,CACH,2730-26485,XW,99999,99999,99999,L,U,noData,99999,noData,noData,noData
SHANEDWMD1,2016-05-15,00:01,noData,B,CACH,2730-26486,XG,99999,99999,99999,L,U,noData,99999,noData,noData,noData
SHANEDWMD1,2016-05-15,00:01,noData,B,CACH,2730-26487,XR,99999,99999,99999,L,U,noData,99999,noData,noData,noData
SHANEDWMD1,2016-05-16,00:01,noData,B,CACH,2710-53897,"O,RX",99999,99999,99999,SY,F,noData,99999,noData,noData,noData
SHARAMACO1,2017-06-09,08:35,MM,B,BCCH,2720-56392,"WX,O",11.2,68,68,ASY,U,noData,0,noData,NZP-CO-010,"2 Primary Molt, 2 Tail Molt"
SHAYSARMD1,2002-05-17,00:01,noData,B,HOWR,2250-90433,"YW,X",11.5,99999,99999,AHY,F,noData,99999,noData,noData,noData
SHAYSARMD1,2002-05-17,00:01,noData,B,HOWR,2250-90434,"X,RM",11.9,51,99999,AHY,M,noData,99999,noData,noData,noData
SHAYSARMD1,2002-05-17,00:01,noData,B,GRCA,8001-21440,"O,XM",99999,93,99999,U,M,noData,99999,noData,noData,noData
SHAYSARMD1,2002-05-17,00:01,noData,B,GRCA,8001-21441,"G,RX",34.19,90,99999,U,U,noData,99999,noData,noData,noData
SHAYSARMD1,2003-07-09,00:01,noData,B,AMRO,962-44703,"X,YW",99999,99999,99999,noData,noData,noData,99999,noData,noData,noData
SHAYSARMD1,2004-06-17,00:01,noData,B,SOSP,4501-87498,"MX,K",99999,67,99999,AHY,M,noData,99999,noData,noData,noData
SHAYSARMD1,2004-06-17,00:01,noData,B,NOCA,1891-87394,"MO,X",44.6,90,99999,HY,U,noData,99999,noData,noData,noData
SHAYSARMD1,2005-06-06,00:01,noData,B,AMRO,962-47726,"KX,B",99999,125,99999,AHY,F,noData,99999,noData,noData,noData
SHAYSARMD1,2005-06-06,00:01,noData,B,GRCA,1951-40955,"BX,O",33.4,90,99999,AHY,M,noData,99999,noData,noData,noData
SHAYSARMD1,2007-05-15,00:01,noData,B,SOSP,2201-21798,"X,KM",19.6,64,99999,AHY,M,noData,99999,noData,noData,noData
SHAYSARMD1,2008-07-21,00:01,noData,B,HOWR,2460-22767,"X,-",10,49,99999,HY,U,noData,99999,noData,noData,noData
SHAYSARMD1,2008-07-21,00:01,noData,B,CARW,2341-30325,"P,WX",17.5,56,99999,HY,U,noData,99999,noData,noData,noData
SHAYSARMD1,2009-06-22,00:01,noData,B,HOWR,2590-82421,"XY,W",10.7,48,99999,AHY,F,noData,99999,noData,noData,noData
SHAYSARMD1,2009-06-22,00:01,noData,B,HOWR,2590-82422,"R,RX",10.9,50,99999,AHY,F,noData,99999,noData,noData,noData
SHAYSARMD1,2009-06-22,00:01,noData,B,AMRO,1292-64327,"RX,M",74.6,129.5,99999,HY,U,noData,99999,noData,noData,noData
SHAYSARMD1,2009-06-22,00:01,noData,B,NOCA,2411-37353,"XY,O",45.4,89,99999,AHY,F,noData,99999,noData,noData,noData
SHAYSARMD1,2009-06-22,00:01,noData,B,NOCA,2411-37354,"XY,-",38.6,92,99999,AHY,M,noData,99999,noData,noData,noData
SHAYSARMD1,2009-06-22,00:01,noData,B,CACH,2590-82423,"O,RX",9.9,62,99999,HY,U,noData,99999,noData,noData,noData
SHAYSARMD1,2009-06-22,00:01,noData,B,CACH,2590-82424,"BY,X",10.2,62.5,99999,HY,U,noData,99999,noData,noData,noData
SHAYSARMD1,2009-06-22,00:01,noData,B,GRCA,2411-37355,"PX,Y",39,87,99999,AHY,F,noData,99999,noData,noData,noData
SHAYSARMD1,2009-06-22,00:01,noData,B,NOCA,2411-37356,"X,-",41.5,94,99999,AHY,M,noData,99999,noData,noData,noData
SHEAMARMA1,2017-06-07,08:27,ASJ,B,HOWR,2780-93276,"BW,X",12,49,43,SY,F,BP,0,noData,NZP-MA-1543,noData
SHEAMARMA1,2017-06-07,09:11,ASJ,R,HOWR,2750-35051,"O,GX",11,51,42,ASY,M,CP,0,noData,NZP-MA-1544,noData
SHEAMARMA1,2017-06-07,10:00,ASJ,B,BCCH,2780-93277,"BG,GX",12,63,59,SY,M,CP,0,noData,NZP-MA-1545,noData
SHEAMARMA1,2014-07-26,00:01,noData,B,CARW,2691-06143,"X,RG",23.13,59,47,AHY,F,BP,99999,noData,noData,noData
SHEAMARMA1,2014-07-26,00:01,noData,B,GRCA,2641-85667,"XM,G",36.39,94,95,ASY,M,CP,99999,noData,noData,noData
SHEAMARMA1,2014-07-26,00:01,noData,B,SOSP,2691-06145,"B,KX",21.54,63,63,AHY,M,CP,99999,noData,noData,noData
SHEAMARMA1,2014-07-26,00:01,noData,B,SOSP,2691-06144,"O,XR",19.33,59,61,AHY,F,BP,99999,noData,noData,noData
SHEAMARMA1,2015-06-10,00:01,noData,B,GRCA,2651-17080,"RX,Y",35.25,89,97,AHY,M,CP,99999,noData,noData,noData
SHEAMARMA1,2015-06-10,00:01,noData,B,GRCA,2651-17081,"WX,P",34.36,89,95,AHY,F,BP,99999,noData,noData,noData
SHEAMARMA1,2015-06-10,00:01,noData,B,HOWR,2750-35051,"O,GX",10.22,50,41,AHY,M,CP,99999,noData,noData,noData
SHEAMARMA1,2016-05-28,08:05,TMB,B,AMRO,1352-74207,"BG,X",81.5,130,96,ASY,M,CP,0,noData,noData,noData
SHEAMARMA1,2016-05-28,08:30,SMB,B,GRCA,2651-43423,"R,OX",35.3,91,95,ASY,M,CP,0,noData,noData,noData
SHEAMARMA1,2016-05-28,08:44,TMB,R,HOWR,2750-35051,"O,GX",10.3,51,41,ASY,M,CP,0,noData,noData,noData
SHEAMARMA1,2016-05-28,10:10,SMB,B,SOSP,2691-86610,"XG,Y",21.7,65,66,SY,M,CP,0,noData,noData,noData
SHEAMARMA1,2016-05-28,10:30,TMB,B,GRCA,2651-43424,"K,BX",35,89,92,ASY,M,CP,0,noData,noData,noData
SHEEMARMD1,2001-06-20,00:01,noData,B,HOWR,2250-24070,"W,XY",11.6,49.5,39.5,AHY,M,noData,99999,noData,noData,noData
SHEEMARMD1,2001-06-20,00:01,noData,B,CARW,1721-48505,"O,XO",20.2,59,49,AHY,M,noData,99999,noData,noData,noData
SHEEMARMD1,2001-06-20,00:01,noData,B,GRCA,1751-51910,"M,GX",34.5,89,94,AHY,M,noData,99999,noData,noData,noData
SHEEMARMD1,2001-06-20,00:01,noData,B,CACH,2250-24071,"XO,R",9.5,62,48,U,U,noData,99999,noData,noData,noData
SHEEMARMD1,2001-06-20,00:01,noData,B,NOCA,1751-51911,"B,XB",40.8,93,100,AHY,M,noData,99999,noData,noData,noData
SHEEMARMD1,2002-05-01,00:01,noData,B,CACH,2250-90416,"X,YG",10.1,62.5,99999,AHY,M,noData,99999,noData,noData,noData
SHEEMARMD1,2002-05-01,00:01,noData,B,AMRO,1152-87418,"WO,X",78.5,129,99999,AHY,M,noData,99999,noData,noData,noData
SHEEMARMD1,2002-05-01,00:01,noData,B,CARW,1141-05686,"X,KG",24.5,61,99999,AHY,M,noData,99999,noData,noData,noData
SHEEMARMD1,2002-05-01,00:01,noData,R,NOCA,1751-51911,"B,XB",39.5,99999,99999,AHY,M,noData,99999,noData,noData,noData
SHEEMARMD1,2003-05-19,00:01,noData,B,HOWR,2250-90387,"O,MX",11.9,51,99999,AHY,F,noData,99999,noData,noData,noData
SHEEMARMD1,2003-05-19,00:01,noData,B,GRCA,1801-09573,"OK,X",35.2,86,99999,AHY,M,noData,99999,noData,noData,noData
SHEEMARMD1,2003-06-03,00:01,noData,B,HOWR,2250-90400,"XR,W",10.3,49,99999,AHY,M,noData,99999,noData,noData,noData
SHEEMARMD1,2007-07-21,00:01,noData,B,CARW,2281-69223,"X,BB",25.1,61,99999,AHY,F,noData,99999,noData,noData,noData
SHEEMARMD1,2007-07-21,00:01,noData,B,GRCA,2301-56931,"XP,P",33.7,90,99999,AHY,F,noData,99999,noData,noData,noData
SHEEMARMD1,2007-07-21,00:01,noData,B,CACH,2510-04227,"MX,K",10,60,99999,HY,U,noData,99999,noData,noData,noData
SHEEMARMD1,2007-07-21,00:01,noData,B,CARW,2281-69224,"WX,Y",16.2,56,99999,AHY,F,noData,99999,noData,noData,noData
SHEEMARMD1,2007-07-21,00:01,noData,B,SOSP,2281-69225,"XO,Y",14.7,65,99999,AHY,U,noData,99999,noData,noData,noData
SHEEMARMD1,2008-06-09,00:01,noData,B,NOCA,2301-56583,"PY,X",40.7,91,99999,AHY,M,noData,99999,noData,noData,noData
SHEEMARMD1,2008-06-09,00:01,noData,B,CACH,2510-03808,"M,GX",9.8,61,99999,AHY,M,noData,99999,noData,noData,noData
SHEEMARMD1,2008-06-09,00:01,noData,B,GRCA,2301-56582,"Y,PX",32.1,89,99999,AHY,M,noData,99999,noData,noData,noData
SHEEMARMD1,2008-06-09,00:01,noData,B,GRCA,2301-56581,"X,PO",35.8,92,99999,AHY,M,noData,99999,noData,noData,noData
SHEEMARMD1,2008-06-09,00:01,noData,B,GRCA,2301-56584,"XB,P",35.7,88,99999,AHY,F,noData,99999,noData,noData,noData
SHEEMARMD1,2009-07-21,00:01,noData,B,HOWR,2590-82449,"XY,K",10.2,49,99999,AHY,U,noData,99999,noData,noData,noData
SHEEMARMD1,2009-07-21,00:01,noData,B,AMRO,1292-64348,"YX,R",78.7,129,99999,AHY,M,noData,99999,noData,noData,noData
SHEEMARMD1,2009-07-21,00:01,noData,B,GRCA,791-17218,"WX,W",37.5,94.5,99999,AHY,F,noData,99999,noData,noData,noData
SHEEMARMD1,2009-07-21,00:01,noData,B,GRCA,791-17219,"BX,O",33.1,89,99999,AHY,M,noData,99999,noData,noData,noData
SHEEMARMD1,2009-07-21,00:01,noData,B,CACH,2590-82451,"W,BX",9.4,59,99999,HY,U,noData,99999,noData,noData,noData
SHEEMARMD1,2009-07-21,00:01,noData,B,HOWR,2590-82452,"P,X",10.5,49,99999,AHY,F,noData,99999,noData,noData,noData
SHEEMARMD1,2009-07-21,00:01,noData,B,CARW,2441-14155,"X,-",17.6,57,99999,AHY,F,noData,99999,noData,noData,noData
SHEEMARMD1,2009-07-21,00:01,noData,B,CARW,2441-14156,"X,R",19,63.5,99999,AHY,F,noData,99999,noData,noData,noData
SHEEMARMD1,2009-07-21,00:01,noData,B,CARW,2441-14157,"X,P",20.6,58,99999,AHY,F,noData,99999,noData,noData,noData
SHEEMARMD1,2009-07-21,00:01,noData,B,CACH,2590-82450,"W,MX",10,60,99999,HY,M,noData,99999,noData,noData,noData
SHEEMARMD1,2010-05-24,00:01,noData,B,GRCA,2301-56990,"X,OW",36,87,99999,AHY,M,noData,99999,noData,noData,noData
SHEEMARMD1,2010-05-24,00:01,noData,B,AMRO,1292-64241,"XB,K",71.3,128,99999,AHY,M,noData,99999,noData,noData,noData
SHEEMARMD1,2010-05-24,00:01,noData,B,GRCA,2301-56991,"XR,Y",43.7,91,99999,AHY,F,noData,99999,noData,noData,noData
SHEEMARMD1,2010-05-24,00:01,noData,B,AMRO,1292-64242,"OX,M",75.7,124,99999,AHY,M,noData,99999,noData,noData,noData
SHEEMARMD1,2010-05-24,00:01,noData,R,CACH,2590-82450,"W,MX",10.5,99999,99999,HY,M,noData,99999,noData,noData,noData
SHEPLYNMA1,2012-05-21,00:01,noData,B,BCCH,2690-87703,"R,XB",11.6,67,64,AHY,M,CP,99999,noData,noData,noData
SHERALEMA1,2016-07-23,10:30,TMB,B,BCCH,2780-93339,"WX,N",11.1,63,59,ASY,U,noData,0.5,noData,noData,noData
SHERALEMA1,2016-07-23,10:40,TMB,B,BCCH,2780-93340,"Y,NX",11.1,64,62,HY,U,noData,0,noData,noData,noData
SHERALEMA1,2017-06-25,10:00,JLK,B,BCCH,2780-93615,"WX,O",10.8,62,65,ASY,M,CP,0,noData,None taken,noData
SHERALEMA1,2012-07-22,00:01,noData,B,BCCH,2690-87949,"XO,Y",11.12,64,88,HY,U,noData,99999,noData,noData,noData
SHERALEMA1,2013-06-23,00:01,noData,B,BCCH,2540-94507,"KX,W",11.23,54,61,HY,U,noData,99999,noData,noData,noData
SHERALEMA1,2013-06-23,00:01,noData,B,BCCH,2540-94509,"G,GX",11.6,64,62,HY,U,noData,99999,noData,noData,noData
SHERALEMA1,2013-06-23,00:01,noData,B,BCCH,2540-94506,"M,BX",11.08,63,59,SY,M,CP,99999,noData,noData,noData
SHERALEMA1,2013-06-23,00:01,noData,B,BCCH,2540-94508,"R,RX",10.8,61,58,HY,U,noData,99999,noData,noData,noData
SHERALEMA1,2014-07-12,00:01,noData,B,BCCH,2720-99554,"XK,O",10.54,64,63,HY,U,noData,99999,noData,noData,noData
SHERALEMA1,2014-07-12,00:01,noData,B,BCCH,2720-99556,"G,XR",12.05,61,61,U,U,noData,99999,noData,noData,noData
SHERALEMA1,2014-07-12,00:01,noData,B,BCCH,2720-99555,"M,XO",10.07,63,59,HY,U,noData,99999,noData,noData,noData
SHERALEMA1,2014-07-12,00:01,noData,B,CARW,2691-06134,"XO,B",16.18,56,48,AHY,F,BP,99999,noData,noData,noData
SHERALEMA1,2014-07-12,00:01,noData,B,CARW,2691-06133,"RK,X",20.03,58,50,SY,M,CP,99999,noData,noData,noData
SHERALEMA1,2015-06-27,00:01,noData,B,BCCH,2720-99691,"X,MM",11.46,66,65,AHY,M,CP,99999,noData,noData,noData
SHERALEMA1,2015-06-27,00:01,noData,B,BCCH,2720-99689,"XY,W",11.8,67,61,AHY,M,CP,99999,noData,noData,noData
SHERALEMA1,2015-06-27,00:01,noData,B,BCCH,2720-99690,"B,XM",10.08,60,59,AHY,F,BP,99999,noData,noData,noData
SHERALEMA1,2015-06-27,00:01,noData,B,BCCH,2720-99688,"PX,P",9.19,62,61,HY,U,noData,99999,noData,noData,noData
SHERALEMA1,2015-06-27,00:01,noData,B,GRCA,2651-43277,"YX,O",35.85,89,97,AHY,M,CP,99999,noData,noData,noData
SHERNYLGA1,2017-03-22,08:12,CLG,B,NOCA,2651-56790,"X,KB",40.7,89,87,HY,M,CP,0,No Blood,NZP-GA-1183,noData
SHERNYLGA1,2017-03-22,08:15,CLG,R,NOCA,2641-96786,"XG,G",41.2,90,98,AHY,M,CP,0.5,No Blood,NZP-GA-1184,noData
SHERNYLGA1,2017-03-22,08:34,CLG,B,NOCA,2651-56791,"RX,K",42.3,91,92,AHY,M,CP,0,No Blood,NZP-GA-1185,noData
SHERNYLGA1,2017-03-22,08:34,CLG,B,NOCA,2651-56792,"OX,B",37.6,90,90,AHY,F,noData,0,No Blood,NZP-GA-1186,noData
SHERNYLGA1,2017-03-22,08:55,CLG,B,CARW,2711-77662,"Y,OX",20,55,49,AHY,F,BP,0,No Blood,NZP-GA-1188,noData
SHERNYLGA1,2017-03-22,09:15,CLG,B,NOCA,2651-56793,"RO,X",41.4,90,92,AHY,M,noData,0,No Blood,NZP-GA-1187,noData
SHERNYLGA1,2014-07-01,00:01,noData,B,NOCA,2641-63394,"X,KR",89,42,95,AHY,F,BP,0,noData,noData,noData
SHERNYLGA1,2014-07-01,00:01,noData,B,CACH,2710-53757,"X,OB",60,9.5,54,AHY,F,BP,1,noData,noData,noData
SHERNYLGA1,2014-07-01,00:01,noData,B,NOCA,2641-63392,"WK,X",83,37.3,95,HY,F,noData,0,noData,noData,noData
SHERNYLGA1,2014-07-01,00:01,noData,B,NOCA,2641-63393,"R,XM",88,47.5,101,AHY,F,BP,1,noData,noData,noData
SHERNYLGA1,2014-07-01,00:01,noData,B,TUTI,2661-08000,"B,WX",74,18,59,HY,U,noData,0,noData,noData,noData
SHERNYLGA1,2014-07-01,00:01,noData,B,TUTI,2661-31801,"X,WY",78,17.8,69,HY,U,noData,0,noData,noData,noData
SHERNYLGA1,2014-07-01,00:01,noData,B,TUTI,2661-31802,"YM,X",77,21.6,68,AHY,F,BP,0,noData,noData,noData
SHERNYLGA1,2014-07-01,00:01,noData,B,CARW,2661-31803,"YX,K",59,99999,47,AHY,F,BP,0,noData,noData,noData
SHERNYLGA1,2014-07-01,00:01,noData,B,BRTH,1272-42464,"X,WO",104,65.1,122,AHY,F,BP,0,noData,noData,noData
SHERNYLGA1,2014-07-01,00:01,noData,B,NOCA,2641-63395,"O,MX",92,36.4,101,SY,M,noData,0,noData,noData,noData
SHERNYLGA1,2014-07-01,00:01,noData,B,NOCA,2641-63396,"XR,G",97,41.2,105,AHY,F,BP,0,noData,noData,noData
SHERNYLGA1,2014-07-01,00:01,noData,B,NOCA,2641-63397,"Y,BX",83,31.4,87,HY,F,noData,0,noData,noData,noData
SHERNYLGA1,2015-04-28,00:01,noData,B,NOCA,2651-47398,"KX,Y",47,95,94,AHY,F,BP,2,noData,noData,noData
SHERNYLGA1,2015-04-28,00:01,noData,B,NOCA,2651-47400,"G,XY",40.4,92,101,AHY,M,CP,0,noData,noData,noData
SHERNYLGA1,2015-04-28,00:01,noData,B,GRCA,2651-47399,"KY,X",43.2,91,90,AHY,M,CP,2,noData,noData,noData
SHERNYLGA1,2015-04-28,00:01,noData,B,BRTH,1342-16702,"XG,R",68.6,98,128,AHY,F,BP,1,noData,noData,noData
SHERNYLGA1,2015-04-28,00:01,noData,B,NOCA,2651-47397,"Y,OX",42.6,90,100,AHY,F,BP,1,noData,noData,noData
SHERNYLGA1,2015-04-28,00:01,noData,B,NOCA,2651-47396,"G,XR",38.5,88,92,AHY,F,BP,0,noData,noData,noData
SHERNYLGA1,2015-04-28,00:01,noData,R,NOCA,2641-63393,"R,XM",40.3,92,101,AHY,F,BP,0,noData,noData,noData
SHERNYLGA1,2016-03-29,07:50,"JLD,BNT",B,NOCA,2641-96783,"RM,X",40.6,98,101,AHY,M,CP,0,noData,noData,noData
SHERNYLGA1,2016-03-29,08:00,"JLD,BNT",R,TUTI,2661-31802,"YM,X",22.3,80,64,AHY,F,BP,0,noData,noData,noData
SHERNYLGA1,2016-03-29,08:00,"JLD,BNT",B,NOCA,2641-96784,"BM,X",43.9,96,100,AHY,M,CP,0,noData,noData,noData
SHERNYLGA1,2016-03-29,08:20,"JLD,BNT",B,NOCA,2641-96785,"YW,X",42.1,97,101,AHY,M,CP,0,noData,noData,noData
SHERNYLGA1,2016-03-29,09:10,"JLD,BNT",B,CARW,2711-58014,"OB,X",18.1,59,49,AHY,F,CP,1,noData,noData,noData
SHERNYLGA1,2016-03-29,09:15,"JLD,BNT",B,BRTH,1292-64371,"XB,O",66,109,129,AHY,M,CP,0,noData,noData,noData
SHERNYLGA1,2016-03-29,09:29,"JLD,BNT",B,NOMO,1292-64372,"WX,K",50.9,108,110,AHY,M,CP,0,noData,noData,noData
SHERNYLGA1,2016-03-29,09:35,"JLD,BNT",B,NOCA,2641-96780,"XO,Y",39.5,94,98,AHY,F,BP,0,noData,noData,noData
SHERNYLGA1,2016-03-29,09:45,"JLD,BNT",B,NOCA,2641-96786,"XG,G",40.9,91,98,AHY,M,CP,0,noData,noData,noData
SHERNYLGA1,2016-03-29,11:05,"JLD,BNT",B,NOCA,2641-96787,"BB,X",39.8,92,99,AHY,F,BP,0,noData,noData,noData
SILLSCOMD1,2016-07-06,08:30,VEM,B,CACH,2750-44560,"RX,GN",8.5,57.5,50,HY,U,-,0,noData,noData,"Molting breast, back"
SILLSCOMD1,2016-07-06,08:50,VEM,B,GRCA,2671-01914,"R,PX",35.4,90,85,AHY,M,CP,0,noData,noData,Crossed bill. Limit in gcovs
SILLSCOMD1,2016-07-06,09:15,VEM,B,CARW,2711-77791,"KX,R",17.7,55.5,49,AHY,F,BP,0,noData,noData,
SILLSCOMD1,2017-07-19,07:57,JLM,B,SOSP,2791-03504,"RR,WX",20,65,62,AHY,M,CP,0,noData,noData,Molting tail
SILLSCOMD1,2017-07-19,08:20,JLM,B,GRCA,2701-90310,"XO,GG",32,87,89.5,HY,U,noData,0,noData,NZP-MD-4419,noData
SILLSCOMD1,2017-07-19,08:54,JLM,B,CARW,2791-03505,"YG,GX",20,59,48,AHY,F,BP,0,noData,NZP-MD-4418,noData
SILLSCOMD1,2008-07-07,00:01,noData,B,SOSP,2341-30015,"GX,O",20.4,67,99999,AHY,M,noData,99999,noData,noData,noData
SILLSCOMD1,2008-07-07,00:01,noData,B,HOWR,2540-62921,"MR,X",10.3,50,99999,AHY,M,noData,99999,noData,noData,noData
SILLSCOMD1,2008-07-07,00:01,noData,B,NOCA,2301-56072,"MG,MX",44.4,93,99999,AHY,M,noData,99999,noData,noData,noData
SILLSCOMD1,2008-07-07,00:01,noData,B,CACH,2540-62923,"GP,X",9.9,61,99999,AHY,F,noData,99999,noData,noData,noData
SILLSCOMD1,2008-07-07,00:01,noData,B,NOCA,2301-56073,"BX,K",43.3,90,99999,AHY,F,noData,99999,noData,noData,noData
SILLSCOMD1,2008-07-07,00:01,noData,B,SOSP,2341-30016,"XY,M",19.5,66,99999,AHY,M,noData,99999,noData,noData,noData
